,salario,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,tamestabjan,indicadoraprendiz,origemdainformacao,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2603854,"13100,00",K,6512000,1,212405,101,9,44.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"13100,00",Analista de Desenvolvimento de Sistemas
2603858,"9500,00",J,6209100,1,212405,101,80,41.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2603859,"10600,00",L,6821802,1,212405,101,9,50.0,"42,50",1,3,0,1,97,0,0,0,5,0,1,0,5,"10600,00",Analista de Desenvolvimento de Sistemas
2603861,"3693,96",N,7820500,-1,212405,101,7,48.0,"40,00",6,1,0,1,40,0,0,0,7,0,1,0,5,"3693,96",Analista de Desenvolvimento de Sistemas
2603862,"4193,10",J,6209100,1,212405,101,10,29.0,"44,00",2,3,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2603863,"15588,40",J,6311900,-1,212405,101,9,29.0,"44,00",4,3,0,1,40,0,0,0,9,0,1,0,5,"15588,40",Analista de Desenvolvimento de Sistemas
2603864,"11500,00",J,6204000,1,212405,101,8,44.0,"40,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"11500,00",Analista de Desenvolvimento de Sistemas
2603867,"6000,00",J,6203100,1,212405,101,8,25.0,"40,00",1,1,0,1,97,0,0,0,1,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2603868,"2033,60",J,6201501,1,212405,101,9,35.0,"40,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"2033,60",Analista de Desenvolvimento de Sistemas
2603869,"9895,00",G,4651601,-1,212405,101,9,27.0,"40,00",6,1,0,1,31,0,0,0,6,0,1,0,5,"9895,00",Analista de Desenvolvimento de Sistemas
2603872,"6000,00",J,6311900,-1,212405,101,9,31.0,"44,00",1,1,0,1,40,0,0,0,3,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2603877,"6892,62",J,6201501,-1,212405,101,9,26.0,"44,00",3,1,0,1,40,0,0,0,6,0,1,0,5,"6892,62",Analista de Desenvolvimento de Sistemas
2603882,"2824,00",J,6204000,-1,212405,101,8,21.0,"40,00",1,1,0,1,31,0,0,0,3,0,1,0,5,"2824,00",Analista de Desenvolvimento de Sistemas
2603887,"11000,00",J,6201501,-1,212405,101,9,32.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2603889,"5833,42",K,6619399,1,212405,101,7,22.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"5833,42",Analista de Desenvolvimento de Sistemas
2603892,"14000,00",N,8211300,1,212405,101,9,33.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2603893,"8638,40",J,6201501,1,212405,101,9,52.0,"40,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"8638,40",Analista de Desenvolvimento de Sistemas
2603897,"2500,00",K,6512000,1,212405,101,9,21.0,"40,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2603899,"2000,00",N,7740300,1,212405,101,7,28.0,"40,00",6,3,0,1,97,0,0,0,7,0,1,0,5,"2000,00",Analista de Desenvolvimento de Sistemas
2603905,"10700,00",J,6209100,1,212405,101,9,25.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"10700,00",Analista de Desenvolvimento de Sistemas
2603908,"13080,00",K,6462000,-1,212405,101,9,39.0,"44,00",1,1,0,1,31,0,0,0,5,0,1,0,5,"13080,00",Analista de Desenvolvimento de Sistemas
2603910,"2832,72",J,6201501,-1,212405,101,9,24.0,"40,00",1,1,0,1,31,0,0,0,5,0,1,0,5,"2832,72",Analista de Desenvolvimento de Sistemas
2603911,"3000,00",J,6209100,1,212405,101,9,19.0,"44,00",1,1,0,1,97,0,0,0,2,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2603914,"8500,00",J,6203100,1,212405,101,7,25.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2603915,"10233,43",J,6201501,1,212405,101,9,55.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"10233,43",Analista de Desenvolvimento de Sistemas
2603916,"10000,00",J,6202300,1,212405,101,9,41.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603918,"4626,72",J,6204000,-1,212405,101,9,47.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"4626,72",Analista de Desenvolvimento de Sistemas
2603919,"6000,00",J,6203100,-1,212405,101,9,33.0,"40,00",1,1,0,1,40,0,0,0,6,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2603920,"3000,00",K,6619302,-1,212405,101,7,28.0,"44,00",1,3,0,1,31,0,0,0,6,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2603923,"10965,65",J,6202300,1,212405,101,9,35.0,"40,00",3,1,0,1,97,0,0,0,6,0,1,0,5,"10965,65",Analista de Desenvolvimento de Sistemas
2603926,"5200,00",M,6920602,1,212405,101,9,29.0,"40,00",2,3,0,1,97,0,0,0,10,0,1,0,5,"5200,00",Analista de Desenvolvimento de Sistemas
2603929,"5338,67",J,6204000,-1,212405,101,9,34.0,"40,00",1,3,0,1,40,0,0,0,9,0,1,0,5,"5338,67",Analista de Desenvolvimento de Sistemas
2603930,"2122,10",J,6204000,1,212405,101,8,33.0,"40,00",1,3,0,1,97,0,0,0,8,0,1,0,5,"2122,10",Analista de Desenvolvimento de Sistemas
2603934,"9976,86",J,6209100,1,212405,101,9,45.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"9976,86",Analista de Desenvolvimento de Sistemas
2603936,"11000,00",K,6611803,1,212405,101,9,37.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2603940,"2258,06",K,6422100,1,212405,101,8,24.0,"44,00",1,3,0,1,97,0,0,9,8,0,1,0,5,"2258,06",Analista de Desenvolvimento de Sistemas
2603942,"8500,00",K,6619302,1,212405,101,7,27.0,"40,00",2,1,0,1,97,0,0,0,6,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2603943,"13500,00",J,6209100,1,212405,101,9,33.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"13500,00",Analista de Desenvolvimento de Sistemas
2603945,"9500,00",K,6511101,1,212405,101,9,45.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2603953,"7700,00",M,7319003,1,212405,101,9,30.0,"44,00",1,3,0,1,97,0,0,9,8,0,1,0,5,"7700,00",Analista de Desenvolvimento de Sistemas
2603954,"9700,31",K,6512000,-1,212405,101,9,40.0,"40,00",3,1,0,1,40,0,0,0,9,0,1,0,5,"9700,31",Analista de Desenvolvimento de Sistemas
2603956,"12000,00",K,6611803,1,212405,101,9,33.0,"40,00",6,3,0,1,97,0,0,0,10,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2603958,"5300,00",J,6202300,1,212405,101,9,34.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"5300,00",Analista de Desenvolvimento de Sistemas
2603961,"3254,18",J,6201501,1,212405,101,9,25.0,"40,00",3,3,0,1,97,0,0,0,7,0,1,0,5,"3254,18",Analista de Desenvolvimento de Sistemas
2603962,"5833,53",K,6619399,1,212405,101,7,28.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"5833,53",Analista de Desenvolvimento de Sistemas
2603977,"8100,00",P,8532500,1,212405,101,80,46.0,"44,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"8100,00",Analista de Desenvolvimento de Sistemas
2603978,"2033,60",J,6204000,1,212405,101,9,49.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"2033,60",Analista de Desenvolvimento de Sistemas
2603981,"14000,00",J,6202300,1,212405,101,9,33.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2603983,"5834,00",K,6619399,1,212405,101,80,36.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"5834,00",Analista de Desenvolvimento de Sistemas
2603985,"11745,00",J,6201501,-1,212405,101,9,39.0,"40,00",1,3,0,1,31,0,0,0,9,0,1,0,5,"11745,00",Analista de Desenvolvimento de Sistemas
2603986,"4102,00",J,6399200,1,212405,101,8,22.0,"44,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"4102,00",Analista de Desenvolvimento de Sistemas
2603988,"8180,18",J,6201501,-1,212405,101,9,36.0,"40,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"8180,18",Analista de Desenvolvimento de Sistemas
2603991,"10911,00",J,6204000,1,212405,101,9,28.0,"40,00",5,1,0,1,97,0,0,0,7,0,1,0,5,"10911,00",Analista de Desenvolvimento de Sistemas
2603992,"10500,00",J,6204000,1,212405,101,9,50.0,"40,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"10500,00",Analista de Desenvolvimento de Sistemas
2603998,"2968,00",J,6203100,-1,212405,101,8,22.0,"44,00",1,1,0,1,40,0,0,9,6,0,1,0,5,"2968,00",Analista de Desenvolvimento de Sistemas
2604002,"1897,00",G,4641903,-1,212405,101,7,35.0,"44,00",6,1,0,1,31,0,0,0,1,0,1,0,5,"1897,00",Analista de Desenvolvimento de Sistemas
2604003,"1459,19",J,6201501,1,212405,101,9,27.0,"40,00",1,3,0,1,97,0,0,0,6,0,1,0,5,"1459,19",Analista de Desenvolvimento de Sistemas
2604004,"5545,35",J,6209100,1,212405,101,8,21.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2604014,"9338,00",J,6201501,1,212405,101,9,36.0,"40,00",1,1,0,1,97,0,0,0,1,0,1,0,5,"9338,00",Analista de Desenvolvimento de Sistemas
2604015,"12826,73",J,6209100,1,212405,101,9,37.0,"44,00",4,1,0,1,97,0,0,0,10,0,1,0,5,"12826,73",Analista de Desenvolvimento de Sistemas
2604019,"11500,00",J,6203100,1,212405,101,80,59.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"11500,00",Analista de Desenvolvimento de Sistemas
2604024,"8000,00",K,6612601,1,212405,101,9,26.0,"44,00",6,1,0,1,97,0,0,9,10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2604029,"3200,00",J,6201501,1,212405,101,8,23.0,"40,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"3200,00",Analista de Desenvolvimento de Sistemas
2604030,"13000,00",J,6209100,1,212405,101,9,27.0,"44,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2604035,"19497,78",J,6209100,-1,212405,101,80,54.0,"44,00",1,1,0,1,31,0,0,0,10,0,1,0,5,"19497,78",Analista de Desenvolvimento de Sistemas
2604042,"6997,00",J,6209100,1,212405,101,9,30.0,"40,00",3,1,0,1,97,0,0,0,6,0,1,0,5,"6997,00",Analista de Desenvolvimento de Sistemas
2604043,"7703,60",J,6204000,-1,212405,101,8,35.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"7703,60",Analista de Desenvolvimento de Sistemas
2604044,"13500,00",J,6203100,1,212405,101,10,41.0,"40,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"13500,00",Analista de Desenvolvimento de Sistemas
2604045,"8500,00",M,7490104,-1,212405,101,80,34.0,"44,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2604048,"5545,35",K,6422100,1,212405,101,8,21.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2604053,"23225,81",K,6613400,1,212405,101,8,30.0,"44,00",1,1,0,1,97,0,0,9,10,0,1,0,5,"23225,81",Analista de Desenvolvimento de Sistemas
2604055,"8500,00",M,7020400,1,212405,101,9,39.0,"40,00",1,3,0,1,97,0,0,0,9,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2604059,"12948,00",J,6311900,-1,212405,101,9,30.0,"40,00",1,3,0,1,31,0,0,0,8,0,1,0,5,"12948,00",Analista de Desenvolvimento de Sistemas
2604060,"6830,00",G,4652400,-1,212405,101,9,35.0,"40,00",1,3,0,1,40,0,0,0,7,0,1,0,5,"6830,00",Analista de Desenvolvimento de Sistemas
2604061,"10963,93",N,8211300,-1,212405,101,9,27.0,"44,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"10963,93",Analista de Desenvolvimento de Sistemas
2604070,"3075,52",G,4652400,-1,212405,101,9,27.0,"44,00",4,3,0,1,31,0,0,9,6,0,1,0,5,"3075,52",Analista de Desenvolvimento de Sistemas
2604071,"3000,00",J,6209100,1,212405,101,7,19.0,"40,00",1,1,0,1,97,0,0,0,1,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2604075,"8000,00",J,6204000,1,212405,101,8,33.0,"44,00",1,1,0,1,97,0,0,9,10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2604076,"1392,56",N,8220200,-1,212405,101,9,23.0,"44,00",1,3,0,1,40,0,0,0,8,0,1,0,5,"1392,56",Analista de Desenvolvimento de Sistemas
2604077,"2670,00",J,6311900,-1,212405,101,7,56.0,"40,00",4,1,0,1,31,0,0,0,6,0,1,0,5,"2670,00",Analista de Desenvolvimento de Sistemas
2604079,"5088,17",J,6201501,1,212405,101,9,33.0,"40,00",1,3,0,1,97,0,0,0,7,0,1,0,5,"5088,17",Analista de Desenvolvimento de Sistemas
2604080,"5545,35",N,8211300,1,212405,101,8,21.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2604084,"10304,33",J,6201501,-1,212405,101,80,35.0,"44,00",1,1,0,1,40,0,0,9,9,0,1,0,5,"10304,33",Analista de Desenvolvimento de Sistemas
2604086,"1685,18",J,6209100,1,212405,101,8,27.0,"40,00",5,1,0,1,97,0,0,0,6,0,1,0,5,"1685,18",Analista de Desenvolvimento de Sistemas
2604090,"4441,00",N,8211300,1,212405,101,7,19.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"4441,00",Analista de Desenvolvimento de Sistemas
2604091,"4600,00",S,9430800,1,212405,101,9,51.0,"40,00",4,1,0,1,97,0,0,0,6,0,1,0,5,"4600,00",Analista de Desenvolvimento de Sistemas
2604092,"4800,00",K,6512000,1,212405,101,9,22.0,"44,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"4800,00",Analista de Desenvolvimento de Sistemas
2604094,"20270,00",J,6202300,1,212405,101,9,43.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"20270,00",Analista de Desenvolvimento de Sistemas
2604096,"2152,40",J,6201501,-1,212405,101,9,22.0,"40,00",3,1,0,1,40,0,0,0,5,0,1,0,5,"2152,40",Analista de Desenvolvimento de Sistemas
2604097,"9000,00",J,6201501,1,212405,101,9,27.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2604098,"1661,00",C,1412601,1,212405,101,8,22.0,"44,00",1,3,0,1,97,0,0,0,5,0,1,0,5,"1661,00",Analista de Desenvolvimento de Sistemas
2604100,"11938,40",K,6619399,-1,212405,101,7,31.0,"44,00",3,1,0,1,43,0,0,0,10,0,1,0,5,"11938,40",Analista de Desenvolvimento de Sistemas
2604101,"1305,40",N,8220200,-1,212405,101,7,19.0,"44,00",3,1,0,1,31,0,0,0,10,0,1,0,5,"1305,40",Analista de Desenvolvimento de Sistemas
2604106,"18000,00",J,6204000,1,212405,101,9,40.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"18000,00",Analista de Desenvolvimento de Sistemas
2604108,"6635,86",N,8299799,-1,212405,101,9,32.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"6635,86",Analista de Desenvolvimento de Sistemas
2604113,"9500,00",G,4651601,-1,212405,101,9,41.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2604116,"3225,46",J,6311900,-1,212405,101,9,35.0,"44,00",1,3,0,1,40,0,0,0,9,0,1,0,5,"3225,46",Analista de Desenvolvimento de Sistemas
2604118,"4193,10",J,6209100,1,212405,101,8,30.0,"44,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2604119,"4377,80",J,6202300,-1,212405,101,9,31.0,"40,00",1,3,0,1,40,0,0,0,8,0,1,0,5,"4377,80",Analista de Desenvolvimento de Sistemas
2604123,"12300,00",G,4751201,-1,212405,101,9,43.0,"44,00",1,3,0,1,40,0,0,0,10,0,1,0,5,"12300,00",Analista de Desenvolvimento de Sistemas
2604124,"7000,00",J,6201501,1,212405,101,9,26.0,"44,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2604127,"6672,00",J,6311900,-1,212405,101,9,34.0,"40,00",3,3,0,1,40,0,0,0,10,0,1,0,5,"6672,00",Analista de Desenvolvimento de Sistemas
2604134,"10081,79",K,6436100,-1,212405,101,80,33.0,"44,00",3,3,0,1,40,0,0,9,9,0,1,0,5,"10081,79",Analista de Desenvolvimento de Sistemas
2604141,"9130,94",J,6201501,1,212405,101,9,42.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"9130,94",Analista de Desenvolvimento de Sistemas
2604147,"10078,20",J,6311900,-1,212405,101,9,31.0,"44,00",6,1,0,1,40,0,0,0,9,0,1,0,5,"10078,20",Analista de Desenvolvimento de Sistemas
2604148,"7000,00",Q,8660700,1,212405,101,9,24.0,"40,00",1,3,0,1,97,0,0,0,7,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2604151,"4614,30",J,6201501,-1,212405,101,9,35.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"4614,30",Analista de Desenvolvimento de Sistemas
2604158,"4000,00",J,6201501,1,212405,101,8,23.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2604162,"8295,48",Q,8610101,-1,212405,101,9,39.0,"44,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"8295,48",Analista de Desenvolvimento de Sistemas
2604164,"9000,00",G,4649401,-1,212405,101,9,48.0,"44,00",6,1,0,1,40,0,0,0,7,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2604165,"8200,00",J,6203100,1,212405,101,9,38.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"8200,00",Analista de Desenvolvimento de Sistemas
2604167,"4193,10",J,6209100,1,212405,101,8,23.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2604170,"14000,00",J,6209100,1,212405,101,9,33.0,"40,00",3,1,0,1,97,0,0,0,6,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2604171,"2034,00",J,6204000,1,212405,101,8,23.0,"40,00",1,3,0,1,97,0,0,0,7,0,1,0,5,"2034,00",Analista de Desenvolvimento de Sistemas
2604172,"10000,00",K,6511101,1,212405,101,9,25.0,"40,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2604174,"9082,28",N,8211300,-1,212405,101,80,34.0,"36,00",3,1,0,1,40,0,0,0,10,0,1,0,5,"9082,28",Analista de Desenvolvimento de Sistemas
2604177,"16000,00",G,4751201,1,212405,101,9,49.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"16000,00",Analista de Desenvolvimento de Sistemas
2604178,",00",J,6209100,1,212405,101,9,31.0,"40,00",6,1,0,1,97,0,0,0,5,0,1,0,5,",00",Analista de Desenvolvimento de Sistemas
2604183,"9690,46",M,7020400,-1,212405,101,9,46.0,"44,00",3,1,0,1,31,0,0,0,10,0,1,0,5,"9690,46",Analista de Desenvolvimento de Sistemas
2604184,"6414,47",N,8220200,-1,212405,101,9,30.0,"40,00",1,3,0,1,40,0,0,0,8,0,1,0,5,"6414,47",Analista de Desenvolvimento de Sistemas
2604191,"7000,00",K,6612601,1,212405,101,9,26.0,"44,00",2,1,0,1,97,0,0,9,10,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2604195,"12000,00",G,4711302,-1,212405,101,80,43.0,"44,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2604197,"23000,00",J,6202300,-1,212405,101,9,34.0,"44,00",6,1,0,1,40,0,0,0,9,0,1,0,5,"23000,00",Analista de Desenvolvimento de Sistemas
2604198,"18000,00",J,6209100,-1,212405,101,9,22.0,"40,00",1,1,0,1,31,0,0,0,1,0,1,0,5,"18000,00",Analista de Desenvolvimento de Sistemas
2604199,"5500,00",N,8211300,1,212405,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"5500,00",Analista de Desenvolvimento de Sistemas
2604202,"3707,43",J,6311900,-1,212405,101,9,35.0,"40,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"3707,43",Analista de Desenvolvimento de Sistemas
2604203,"2648,00",J,6209100,1,212405,101,8,22.0,"40,00",6,1,0,1,97,0,0,0,5,0,1,0,5,"2648,00",Analista de Desenvolvimento de Sistemas
2604207,"1612,23",Q,8640202,-1,212405,101,7,24.0,"44,00",2,1,0,1,40,0,0,0,6,0,1,0,5,"1612,23",Analista de Desenvolvimento de Sistemas
2604216,"5545,35",J,6209100,1,212405,101,8,20.0,"44,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2604217,"4500,00",J,6204000,1,212405,101,9,26.0,"40,00",2,3,0,1,97,0,0,0,8,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2604230,"10000,00",K,6611803,1,212405,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2604231,"12000,00",K,6512000,1,212405,101,9,53.0,"40,00",6,3,0,1,97,0,0,0,6,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2604232,"4630,63",M,7020400,-1,212405,101,9,51.0,"44,00",1,3,0,1,40,0,0,0,10,0,1,0,5,"4630,63",Analista de Desenvolvimento de Sistemas
2604234,"8500,00",J,6209100,1,212405,101,8,28.0,"44,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2604235,"2165,00",C,2829199,1,212405,101,7,39.0,"44,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"2165,00",Analista de Desenvolvimento de Sistemas
2604238,"7500,00",N,7820500,-1,212405,106,9,33.0,"44,00",1,3,0,1,43,0,0,0,10,0,1,0,5,"7500,00",Analista de Desenvolvimento de Sistemas
2604239,"11500,00",J,6202300,1,212405,101,7,31.0,"40,00",3,3,0,1,97,0,0,0,9,0,1,0,5,"11500,00",Analista de Desenvolvimento de Sistemas
2604243,"15800,00",M,7020400,1,212405,101,80,39.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"15800,00",Analista de Desenvolvimento de Sistemas
2604244,"13500,00",J,6202300,1,212405,101,9,27.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"13500,00",Analista de Desenvolvimento de Sistemas
2604248,"13000,00",Q,8640299,1,212405,101,9,34.0,"44,00",1,3,0,1,97,0,0,0,9,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2604261,"4000,00",J,6203100,1,212405,101,8,24.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2604262,"6171,43",K,6612603,1,212405,101,9,25.0,"30,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"6171,43",Analista de Desenvolvimento de Sistemas
2604265,"15000,00",M,7490104,-1,212405,101,80,37.0,"40,00",6,1,0,1,31,0,0,0,2,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2604266,"3467,76",J,6202300,1,212405,101,8,24.0,"40,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"3467,76",Analista de Desenvolvimento de Sistemas
2604267,"14700,00",M,7490104,1,212405,101,9,37.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"14700,00",Analista de Desenvolvimento de Sistemas
2604268,"5600,57",K,6511101,-1,212405,101,9,22.0,"36,00",3,1,0,1,40,0,0,0,4,0,1,0,5,"5600,57",Analista de Desenvolvimento de Sistemas
2604277,"4193,10",J,6209100,1,212405,101,9,37.0,"44,00",2,3,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2604281,"7000,00",N,7820500,1,212405,106,9,29.0,"40,00",2,1,0,1,97,0,0,0,7,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2604285,"15000,00",K,6613400,1,212405,101,8,29.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2604287,"11358,46",J,6209100,1,212405,101,80,31.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"11358,46",Analista de Desenvolvimento de Sistemas
2604289,"5000,00",J,6201501,1,212405,101,8,23.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2604291,"2585,75",J,6202300,-1,212405,101,9,29.0,"40,00",2,1,0,1,40,0,0,0,7,0,1,0,5,"2585,75",Analista de Desenvolvimento de Sistemas
2604294,"5469,20",J,6319400,1,212405,101,8,27.0,"44,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"5469,20",Analista de Desenvolvimento de Sistemas
2604296,"10000,00",K,6619302,1,212405,101,7,31.0,"40,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2604299,"6000,00",J,6209100,1,212405,101,8,25.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2604300,"12500,00",J,6201501,1,212405,101,8,40.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"12500,00",Analista de Desenvolvimento de Sistemas
2604301,"16500,00",J,6202300,1,212405,101,11,35.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"16500,00",Analista de Desenvolvimento de Sistemas
2604303,"2042,00",J,6201501,-1,212405,101,7,21.0,"40,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"2042,00",Analista de Desenvolvimento de Sistemas
2604314,"15638,71",K,6613400,-1,212405,101,80,37.0,"44,00",1,1,0,1,40,0,0,9,10,0,1,0,5,"15638,71",Analista de Desenvolvimento de Sistemas
2604316,"5510,77",K,6613400,1,212405,101,8,31.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"5510,77",Analista de Desenvolvimento de Sistemas
2604322,"7500,00",N,8211300,1,212405,101,9,28.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"7500,00",Analista de Desenvolvimento de Sistemas
2604326,"1800,00",K,6612603,1,212405,101,9,21.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"1800,00",Analista de Desenvolvimento de Sistemas
