,salario,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,tamestabjan,indicadoraprendiz,origemdainformacao,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2603400,"10241,74",K,6422100,-1,212405,101,80,34.0,"44,00",1,3,0,1,40,0,0,0,10,0,1,0,5,"10241,74",Analista de Desenvolvimento de Sistemas
2603402,"10000,00",K,6542100,1,212405,101,9,29.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603407,"8500,00",J,6209100,1,212405,101,9,24.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2603408,"5363,68",G,4751201,-1,212405,101,9,35.0,"40,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"5363,68",Analista de Desenvolvimento de Sistemas
2603411,"3855,60",J,6201501,-1,212405,101,9,23.0,"40,00",3,1,0,1,31,0,0,0,5,0,1,0,5,"3855,60",Analista de Desenvolvimento de Sistemas
2603413,"15000,00",C,1071600,1,212405,101,9,27.0,"44,00",1,1,0,1,97,0,0,9,10,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2603417,"2273,12",M,7490104,-1,212405,101,9,31.0,"40,00",1,3,0,1,40,0,0,0,7,0,1,0,5,"2273,12",Analista de Desenvolvimento de Sistemas
2603424,"4627,00",J,6204000,1,212405,101,8,34.0,"40,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"4627,00",Analista de Desenvolvimento de Sistemas
2603426,"4976,00",S,9430800,-1,212405,101,9,29.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"4976,00",Analista de Desenvolvimento de Sistemas
2603429,"7562,00",K,6520100,-1,212405,101,9,28.0,"40,00",2,1,0,1,40,0,0,0,10,0,1,0,5,"7562,00",Analista de Desenvolvimento de Sistemas
2603430,"5528,50",P,8520100,-1,212405,101,7,35.0,"40,00",6,1,0,1,40,0,0,0,8,0,1,0,5,"5528,50",Analista de Desenvolvimento de Sistemas
2603432,"4000,00",K,6613400,1,212405,101,9,25.0,"40,00",1,3,0,1,97,0,0,0,7,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2603433,"10791,00",J,6202300,1,212405,101,9,36.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"10791,00",Analista de Desenvolvimento de Sistemas
2603434,"4200,00",N,7820500,1,212405,101,9,28.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"4200,00",Analista de Desenvolvimento de Sistemas
2603439,"4200,00",N,7740300,1,212405,101,7,23.0,"42,50",2,3,0,1,97,0,0,0,9,0,1,0,5,"4200,00",Analista de Desenvolvimento de Sistemas
2603446,"5000,00",M,7020400,1,212405,101,8,25.0,"44,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2603451,"15625,00",Q,8640202,-1,212405,101,9,26.0,"44,00",1,3,0,1,40,0,0,0,10,0,1,0,5,"15625,00",Analista de Desenvolvimento de Sistemas
2603452,"3728,00",J,6201501,1,212405,101,9,33.0,"40,00",1,3,0,1,97,0,0,0,8,0,1,0,5,"3728,00",Analista de Desenvolvimento de Sistemas
2603456,"5216,50",G,4754701,-1,212405,101,9,29.0,"44,00",2,1,0,1,40,0,0,9,9,0,1,0,5,"5216,50",Analista de Desenvolvimento de Sistemas
2603459,"14000,00",M,6920602,1,212405,101,9,32.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2603461,"5000,00",J,6203100,-1,212405,101,9,30.0,"40,00",6,1,0,1,40,0,0,0,7,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2603464,"12609,60",J,6204000,-1,212405,101,11,35.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"12609,60",Analista de Desenvolvimento de Sistemas
2603465,"11800,00",J,6203100,1,212405,101,8,30.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"11800,00",Analista de Desenvolvimento de Sistemas
2603467,"6000,00",K,6612601,1,212405,101,9,28.0,"44,00",1,1,0,1,97,0,0,9,10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2603468,"9000,00",J,6209100,1,212405,101,9,27.0,"44,00",2,3,0,1,97,0,0,0,10,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2603471,"11000,00",J,6201501,-1,212405,101,9,40.0,"40,00",3,1,0,1,40,0,0,0,8,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2603473,"6774,84",J,6202300,-1,212405,101,9,27.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"6774,84",Analista de Desenvolvimento de Sistemas
2603477,"10500,00",J,6203100,1,212405,101,9,28.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"10500,00",Analista de Desenvolvimento de Sistemas
2603482,"13000,00",G,4651601,1,212405,101,9,23.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2603484,"4999,69",N,8211300,1,212405,101,9,24.0,"40,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"4999,69",Analista de Desenvolvimento de Sistemas
2603488,"9000,00",K,6422100,1,212405,101,9,23.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2603489,"1760,00",J,6209100,-1,212405,111,7,20.0,"44,00",6,3,0,1,31,0,1,9,7,0,1,0,1,"8,00",Analista de Desenvolvimento de Sistemas
2603491,"8500,00",J,6319400,1,212405,101,8,24.0,"40,00",3,3,0,1,97,0,0,0,8,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2603492,"11500,00",N,7740300,1,212405,101,9,30.0,"42,50",1,1,0,1,97,0,0,0,9,0,1,0,5,"11500,00",Analista de Desenvolvimento de Sistemas
2603493,"4750,00",J,6203100,1,212405,101,7,28.0,"40,00",1,3,0,1,97,0,0,0,6,0,1,0,5,"4750,00",Analista de Desenvolvimento de Sistemas
2603495,"3600,00",J,6201501,-1,212405,101,9,27.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"3600,00",Analista de Desenvolvimento de Sistemas
2603497,"4728,00",N,8211300,1,212405,101,7,27.0,"40,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"4728,00",Analista de Desenvolvimento de Sistemas
2603502,"5800,00",M,7311400,1,212405,101,9,25.0,"40,00",2,3,0,1,97,0,0,0,8,0,1,0,5,"5800,00",Analista de Desenvolvimento de Sistemas
2603511,"20000,00",J,6311900,1,212405,101,9,32.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"20000,00",Analista de Desenvolvimento de Sistemas
2603515,"9800,00",J,6209100,1,212405,101,9,35.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"9800,00",Analista de Desenvolvimento de Sistemas
2603518,"8067,73",J,6209100,-1,212405,101,8,32.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"8067,73",Analista de Desenvolvimento de Sistemas
2603520,"5800,00",M,7311400,1,212405,101,9,23.0,"40,00",1,3,0,1,97,0,0,0,8,0,1,0,5,"5800,00",Analista de Desenvolvimento de Sistemas
2603526,"16776,99",N,8211300,-1,212405,101,9,39.0,"44,00",3,1,0,1,40,0,0,0,10,0,1,0,5,"16776,99",Analista de Desenvolvimento de Sistemas
2603528,"23500,00",J,6204000,1,212405,101,80,33.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"23500,00",Analista de Desenvolvimento de Sistemas
2603532,"6500,00",J,6201501,1,212405,101,9,31.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2603533,"12600,00",K,6422100,-1,212405,101,8,25.0,"44,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"12600,00",Analista de Desenvolvimento de Sistemas
2603540,"8430,28",M,7490104,1,212405,101,8,26.0,"44,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"8430,28",Analista de Desenvolvimento de Sistemas
2603542,"11000,00",J,6204000,-1,212405,101,7,39.0,"40,00",6,1,0,1,40,0,0,0,6,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2603545,"4193,10",J,6209100,1,212405,101,7,40.0,"44,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2603546,"25000,00",J,6201501,-1,212405,101,80,39.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"25000,00",Analista de Desenvolvimento de Sistemas
2603550,"1846,04",J,6209100,-1,212405,101,80,27.0,"40,00",1,1,0,1,40,0,0,0,3,0,1,0,5,"1846,04",Analista de Desenvolvimento de Sistemas
2603551,"6399,00",J,6201501,-1,212405,101,9,28.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"6399,00",Analista de Desenvolvimento de Sistemas
2603552,"13000,00",N,7740300,1,212405,101,80,49.0,"42,50",3,1,0,1,97,0,0,0,9,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2603554,"4193,10",J,6209100,1,212405,101,8,40.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2603559,"15000,00",J,6203100,-1,212405,101,9,35.0,"44,00",6,3,0,1,31,0,0,9,10,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2603560,"4500,00",J,6201501,1,212405,101,9,24.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2603564,"6085,45",N,8211300,-1,212405,101,9,30.0,"40,00",6,1,0,1,40,0,0,0,10,0,1,0,5,"6085,45",Analista de Desenvolvimento de Sistemas
2603568,"9500,00",J,6209100,1,212405,101,9,26.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2603570,"11000,00",D,3514000,1,212405,101,9,44.0,"44,00",6,1,0,1,97,0,0,0,10,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2603572,"11000,00",J,6204000,-1,212405,101,80,40.0,"40,00",6,1,0,1,31,0,0,0,6,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2603575,"2735,00",J,6204000,1,212405,101,8,24.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"2735,00",Analista de Desenvolvimento de Sistemas
2603578,"6800,00",J,6202300,1,212405,101,80,27.0,"40,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"6800,00",Analista de Desenvolvimento de Sistemas
2603580,"14000,00",N,8211300,1,212405,101,9,33.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2603582,"5500,00",J,6201501,-1,212405,101,7,29.0,"40,00",2,3,0,1,31,0,0,0,10,0,1,0,5,"5500,00",Analista de Desenvolvimento de Sistemas
2603587,"8000,00",J,6201501,1,212405,101,9,44.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2603591,"6100,00",K,6512000,1,212405,101,9,26.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"6100,00",Analista de Desenvolvimento de Sistemas
2603593,"3835,00",J,6203100,1,212405,101,8,33.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"3835,00",Analista de Desenvolvimento de Sistemas
2603594,"7000,00",M,7490104,-1,212405,101,9,29.0,"40,00",1,3,0,1,40,0,0,0,7,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2603596,"10000,00",Q,8610101,1,212405,101,9,38.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603597,"20503,16",M,7490104,1,212405,101,8,36.0,"44,00",6,1,0,1,97,0,0,9,10,0,1,0,5,"20503,16",Analista de Desenvolvimento de Sistemas
2603598,"7500,00",J,6201501,1,212405,101,80,45.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"7500,00",Analista de Desenvolvimento de Sistemas
2603599,"4193,10",J,6209100,1,212405,101,7,26.0,"44,00",2,3,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2603600,"4193,10",J,6209100,1,212405,101,7,18.0,"44,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2603602,"2500,00",K,6512000,1,212405,101,9,19.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2603605,"2200,00",K,6619399,-1,212405,101,9,26.0,"40,00",1,3,0,1,40,0,0,0,6,0,1,0,5,"2200,00",Analista de Desenvolvimento de Sistemas
2603606,"6540,77",J,6201501,1,212405,101,9,53.0,"40,00",1,3,0,1,97,0,0,0,6,0,1,0,5,"6540,77",Analista de Desenvolvimento de Sistemas
2603612,"12513,00",J,6203100,1,212405,101,80,47.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"12513,00",Analista de Desenvolvimento de Sistemas
2603614,"11651,93",J,6202300,-1,212405,101,9,26.0,"40,00",1,3,0,1,40,0,0,0,5,0,1,0,5,"11651,93",Analista de Desenvolvimento de Sistemas
2603615,"8436,00",J,6203100,1,212405,101,9,40.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"8436,00",Analista de Desenvolvimento de Sistemas
2603617,"10000,00",N,7740300,1,212405,101,80,34.0,"42,50",1,1,0,1,97,0,0,0,9,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603619,"10000,00",M,7490104,-1,212405,101,10,33.0,"44,00",1,1,0,1,40,0,0,9,10,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603620,"6500,00",N,8299799,1,212405,101,7,20.0,"40,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2603626,"8433,79",J,6209100,1,212405,101,80,28.0,"44,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"8433,79",Analista de Desenvolvimento de Sistemas
2603630,"19200,00",N,8211300,1,212405,101,7,34.0,"44,00",3,1,0,1,97,0,0,9,1,0,1,0,5,"19200,00",Analista de Desenvolvimento de Sistemas
2603631,"9000,00",J,6202300,1,212405,101,80,39.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2603632,"1500,00",J,6209100,1,212405,101,7,21.0,"40,00",1,3,0,1,97,0,0,0,4,0,1,0,5,"1500,00",Analista de Desenvolvimento de Sistemas
2603633,"13000,00",C,1071600,-1,212405,101,80,47.0,"44,00",1,1,0,1,40,0,0,9,10,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2603635,"11558,80",J,6203100,-1,212405,101,9,37.0,"44,00",3,3,0,1,31,0,0,9,10,0,1,0,5,"11558,80",Analista de Desenvolvimento de Sistemas
2603637,"13500,00",J,6201501,1,212405,101,9,27.0,"40,00",5,1,0,1,97,0,0,0,6,0,1,0,5,"13500,00",Analista de Desenvolvimento de Sistemas
2603639,"16986,52",J,6209100,1,212405,101,9,36.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"16986,52",Analista de Desenvolvimento de Sistemas
2603640,"4362,00",G,4649402,-1,212405,101,8,36.0,"44,00",1,1,0,1,31,1,0,0,7,0,1,0,5,"4362,00",Analista de Desenvolvimento de Sistemas
2603641,"11935,52",J,6204000,-1,212405,101,9,54.0,"44,00",1,1,0,1,31,0,0,9,6,0,1,0,5,"11935,52",Analista de Desenvolvimento de Sistemas
2603648,"3800,00",J,6204000,1,212405,101,9,29.0,"40,00",1,3,0,1,97,0,0,0,6,0,1,0,5,"3800,00",Analista de Desenvolvimento de Sistemas
2603649,"2500,00",J,6201501,1,212405,101,9,25.0,"40,00",1,1,0,1,97,0,0,0,3,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2603652,"1800,00",K,6612603,1,212405,101,9,24.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"1800,00",Analista de Desenvolvimento de Sistemas
2603653,"9644,87",J,6204000,1,212405,101,9,34.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"9644,87",Analista de Desenvolvimento de Sistemas
2603660,"3000,00",J,6209100,-1,212405,101,8,31.0,"44,00",6,1,0,1,40,0,0,0,1,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2603664,"2500,00",N,8230001,1,212405,105,9,21.0,"44,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2603667,"1929,09",J,6202300,1,212405,101,8,30.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"1929,09",Analista de Desenvolvimento de Sistemas
2603668,"8500,00",J,6201501,-1,212405,101,8,36.0,"40,00",3,1,0,1,40,0,0,0,10,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2603669,"3550,00",J,6201501,-1,212405,101,8,47.0,"40,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"3550,00",Analista de Desenvolvimento de Sistemas
2603671,"5600,00",J,6203100,1,212405,101,9,26.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"5600,00",Analista de Desenvolvimento de Sistemas
2603672,"6000,00",J,6201501,1,212405,101,9,28.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2603673,"3200,00",J,6203100,1,212405,101,9,20.0,"44,00",6,1,0,1,97,0,0,0,4,0,1,0,5,"3200,00",Analista de Desenvolvimento de Sistemas
2603680,"4432,61",J,6311900,1,212405,101,7,24.0,"40,00",2,1,0,1,97,0,0,0,8,0,1,0,5,"4432,61",Analista de Desenvolvimento de Sistemas
2603686,"12084,00",M,6920602,-1,212405,101,9,35.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"12084,00",Analista de Desenvolvimento de Sistemas
2603687,"14396,62",J,6202300,-1,212405,101,80,27.0,"44,00",1,1,0,1,31,0,0,9,9,0,1,0,5,"14396,62",Analista de Desenvolvimento de Sistemas
2603688,"7000,00",J,6319400,1,212405,101,8,27.0,"40,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2603690,"9000,00",G,4763602,1,212405,101,10,27.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2603694,"12000,00",N,8211300,1,212405,101,9,28.0,"44,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2603700,"18000,00",J,6201501,1,212405,101,9,57.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"18000,00",Analista de Desenvolvimento de Sistemas
2603703,"10000,00",J,6201501,1,212405,101,9,33.0,"40,00",4,3,0,1,97,0,0,0,8,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603705,"7711,20",J,6203100,-1,212405,101,8,24.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"7711,20",Analista de Desenvolvimento de Sistemas
2603708,"1500,00",N,8211300,1,212405,101,7,34.0,"44,00",1,3,0,1,97,0,0,0,2,0,1,0,5,"1500,00",Analista de Desenvolvimento de Sistemas
2603710,"2500,00",J,6204000,1,212405,101,9,41.0,"40,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2603711,"3200,00",J,6201501,-1,212405,101,9,42.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"3200,00",Analista de Desenvolvimento de Sistemas
2603714,"10000,00",N,8211300,1,212405,101,80,23.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603717,"5657,82",J,6201501,-1,212405,101,9,30.0,"40,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"5657,82",Analista de Desenvolvimento de Sistemas
2603718,"8050,00",Q,8640202,-1,212405,101,9,29.0,"44,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"8050,00",Analista de Desenvolvimento de Sistemas
2603719,"14000,00",J,6202300,-1,212405,101,80,32.0,"40,00",2,1,0,1,31,0,0,0,1,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2603722,"8364,79",J,6203100,-1,212405,101,9,55.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"8364,79",Analista de Desenvolvimento de Sistemas
2603726,"8100,00",G,4652400,-1,212405,101,9,29.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"8100,00",Analista de Desenvolvimento de Sistemas
2603729,"5113,00",J,6204000,-1,212405,101,8,23.0,"44,00",2,1,0,1,40,0,0,0,4,0,1,0,5,"5113,00",Analista de Desenvolvimento de Sistemas
2603731,"15000,00",J,6201501,1,212405,101,8,32.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2603732,"13028,98",J,6201501,-1,212405,101,9,32.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"13028,98",Analista de Desenvolvimento de Sistemas
2603734,"9000,00",J,6209100,-1,212405,101,9,26.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2603735,"4500,00",J,6202300,1,212405,101,9,24.0,"40,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2603741,"10500,00",J,6201501,1,212405,101,7,29.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"10500,00",Analista de Desenvolvimento de Sistemas
2603742,"10000,00",J,6201501,1,212405,101,9,56.0,"40,00",1,1,0,1,97,0,0,0,2,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603743,"10060,50",J,6204000,-1,212405,101,8,36.0,"44,00",1,1,0,1,40,0,0,9,10,0,1,0,5,"10060,50",Analista de Desenvolvimento de Sistemas
2603744,"8101,94",G,4651601,-1,212405,101,9,44.0,"44,00",1,1,0,1,31,0,0,0,7,0,1,0,5,"8101,94",Analista de Desenvolvimento de Sistemas
2603747,"7344,85",Q,8610101,1,212405,101,9,26.0,"44,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"7344,85",Analista de Desenvolvimento de Sistemas
2603748,"11290,33",K,6612603,1,212405,101,8,38.0,"40,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"11290,33",Analista de Desenvolvimento de Sistemas
2603753,"7511,20",Q,8610101,-1,212405,101,9,52.0,"44,00",1,3,0,1,40,0,0,0,10,0,1,0,5,"7511,20",Analista de Desenvolvimento de Sistemas
2603754,"7000,00",J,6201501,1,212405,101,8,49.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2603755,"6500,25",J,6201501,-1,212405,101,9,25.0,"40,00",1,3,0,1,40,0,0,0,9,0,1,0,5,"6500,25",Analista de Desenvolvimento de Sistemas
2603758,"10000,00",G,4651601,1,212405,101,9,33.0,"40,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603762,"9161,29",K,6613400,1,212405,101,9,27.0,"44,00",6,3,0,1,97,0,0,9,10,0,1,0,5,"9161,29",Analista de Desenvolvimento de Sistemas
2603763,"10000,00",J,6201501,-1,212405,101,9,47.0,"40,00",3,1,0,1,31,0,0,0,9,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2603767,"14000,00",J,6201501,1,212405,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2603773,"4626,72",J,6204000,-1,212405,101,9,57.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"4626,72",Analista de Desenvolvimento de Sistemas
2603775,"4500,00",M,7020400,1,212405,101,9,25.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2603785,"9000,00",J,6202300,1,212405,101,8,31.0,"40,00",2,1,0,1,97,0,0,0,6,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2603791,"6000,00",J,6201501,1,212405,101,8,22.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2603793,"1711,20",J,6311900,-1,212405,101,9,25.0,"40,00",2,1,0,1,40,0,0,0,2,0,1,0,5,"1711,20",Analista de Desenvolvimento de Sistemas
2603807,"3255,00",J,6201501,1,212405,101,9,20.0,"44,00",2,1,0,1,97,0,0,9,9,0,1,0,5,"3255,00",Analista de Desenvolvimento de Sistemas
2603808,"4193,10",J,6209100,1,212405,101,8,40.0,"44,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2603809,"7754,00",J,6209100,-1,212405,101,9,26.0,"40,00",3,1,0,1,40,0,0,0,10,0,1,0,5,"7754,00",Analista de Desenvolvimento de Sistemas
2603810,"12976,42",J,6311900,-1,212405,101,80,37.0,"44,00",1,1,0,1,31,0,0,9,8,0,1,0,5,"12976,42",Analista de Desenvolvimento de Sistemas
2603811,"2748,45",M,7020400,1,212405,101,8,28.0,"44,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"2748,45",Analista de Desenvolvimento de Sistemas
2603812,"5000,00",C,2790202,-1,212405,101,7,25.0,"44,00",3,1,0,1,31,0,0,0,5,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2603813,"2000,00",M,7020400,1,212405,101,9,34.0,"44,00",1,1,0,1,97,0,0,0,4,0,1,0,5,"2000,00",Analista de Desenvolvimento de Sistemas
2603822,"12000,00",K,6612602,1,212405,101,80,44.0,"44,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2603827,"8000,00",J,6203100,1,212405,101,9,23.0,"40,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2603830,"12500,00",K,6512000,1,212405,101,9,45.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"12500,00",Analista de Desenvolvimento de Sistemas
2603833,"10840,34",K,6512000,1,212405,101,80,44.0,"40,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"10840,34",Analista de Desenvolvimento de Sistemas
2603837,"8700,00",J,6202300,1,212405,101,8,26.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"8700,00",Analista de Desenvolvimento de Sistemas
2603843,"12203,62",N,8211300,-1,212405,101,8,30.0,"44,00",1,1,0,1,31,0,0,9,10,0,1,0,5,"12203,62",Analista de Desenvolvimento de Sistemas
2603846,"3000,00",J,6311900,1,212405,101,9,32.0,"44,00",6,1,0,1,97,0,0,0,3,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2603848,"4521,59",J,6201501,-1,212405,101,8,21.0,"40,00",1,3,0,1,40,0,0,0,6,0,1,0,5,"4521,59",Analista de Desenvolvimento de Sistemas
2603852,"4120,00",K,6613400,-1,212405,101,8,25.0,"44,00",1,1,0,1,40,0,0,9,10,0,1,0,5,"4120,00",Analista de Desenvolvimento de Sistemas
