,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,salario,tamestabjan,indicadoraprendiz,origemdainformação,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2601110,N,8211300,-1,212405,101,9,25.0,"44,00",1,1,0,1,40,0,0,0,"12827,00",10,0,1,0,5,"12827,00",Analista de Desenvolvimento de Sistemas
2601116,M,7311400,1,212405,101,9,24.0,"44,00",6,1,0,1,97,0,0,0,"4159,22",5,0,1,0,5,"4159,22",Analista de Desenvolvimento de Sistemas
2601119,M,7490104,1,212405,101,9,26.0,"44,00",2,1,0,1,97,0,0,9,"14507,19",10,0,1,0,5,"14507,19",Analista de Desenvolvimento de Sistemas
2601121,J,6204000,-1,212405,101,9,45.0,"40,00",6,1,0,1,40,0,0,0,"11102,66",7,0,1,0,5,"11102,66",Analista de Desenvolvimento de Sistemas
2601122,J,6204000,1,212405,101,80,44.0,"40,00",3,1,0,1,97,0,0,0,"2785,00",7,0,1,0,5,"2785,00",Analista de Desenvolvimento de Sistemas
2601124,J,6311900,-1,212405,101,8,28.0,"40,00",6,1,0,1,40,0,0,0,"13631,61",8,0,1,0,5,"13631,61",Analista de Desenvolvimento de Sistemas
2601125,J,6209100,1,212405,101,80,32.0,"44,00",1,1,0,1,97,0,0,0,"4193,10",10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2601126,C,1013902,-1,212405,101,6,35.0,"44,00",1,1,0,1,43,0,0,0,"1800,00",6,0,1,0,5,"1800,00",Analista de Desenvolvimento de Sistemas
2601127,K,6619399,-1,212405,101,80,28.0,"44,00",1,3,0,1,40,0,0,0,"11251,40",10,0,1,0,5,"11251,40",Analista de Desenvolvimento de Sistemas
2601129,J,6204000,1,212405,101,8,24.0,"40,00",3,1,0,1,97,0,0,0,"2800,00",10,0,1,0,5,"2800,00",Analista de Desenvolvimento de Sistemas
2601132,J,6201501,-1,212405,101,9,36.0,"40,00",6,1,0,1,40,0,0,0,"4500,00",5,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2601133,M,7490104,1,212405,101,6,26.0,"44,00",5,1,0,1,97,0,0,9,"11000,00",10,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2601136,J,6204000,1,212405,101,7,26.0,"40,00",3,3,0,1,97,0,0,0,"5950,00",7,0,1,0,5,"5950,00",Analista de Desenvolvimento de Sistemas
2601139,J,6311900,-1,212405,101,8,38.0,"40,00",3,1,0,1,40,0,0,0,"14093,00",7,0,1,0,5,"14093,00",Analista de Desenvolvimento de Sistemas
2601142,J,6311900,-1,212405,101,80,46.0,"40,00",1,3,0,1,40,0,0,0,"2000,00",2,0,1,0,5,"2000,00",Analista de Desenvolvimento de Sistemas
2601149,J,6203100,1,212405,101,9,51.0,"40,00",1,1,0,1,97,0,0,0,"12000,00",8,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2601150,G,4754701,-1,212405,101,80,46.0,"44,00",1,1,0,1,40,0,0,9,"8969,00",9,0,1,0,5,"8969,00",Analista de Desenvolvimento de Sistemas
2601151,J,6201501,-1,212405,101,9,31.0,"40,00",2,1,0,1,40,0,0,0,"11000,00",7,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2601152,J,6201501,-1,212405,101,9,31.0,"40,00",3,3,0,1,40,0,0,0,"6860,16",10,0,1,0,5,"6860,16",Analista de Desenvolvimento de Sistemas
2601154,J,6202300,1,212405,101,8,25.0,"40,00",1,1,0,1,97,0,0,0,"4000,00",6,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2601159,J,6204000,-1,212405,101,9,26.0,"40,00",1,1,0,1,40,0,0,0,"6288,83",9,0,1,0,5,"6288,83",Analista de Desenvolvimento de Sistemas
2601161,N,8211300,1,212405,101,9,34.0,"40,00",3,1,0,1,97,0,0,0,"12231,00",9,0,1,0,5,"12231,00",Analista de Desenvolvimento de Sistemas
2601162,J,6201501,1,212405,101,80,42.0,"40,00",1,1,0,1,97,0,0,0,"18000,00",7,0,1,0,5,"18000,00",Analista de Desenvolvimento de Sistemas
2601164,J,6201501,1,212405,101,8,24.0,"40,00",1,1,0,1,97,0,0,0,"4720,32",7,0,1,0,5,"4720,32",Analista de Desenvolvimento de Sistemas
2601168,J,6120501,1,212405,101,8,31.0,"40,00",3,1,0,1,97,0,0,0,"6720,00",10,0,1,0,5,"6720,00",Analista de Desenvolvimento de Sistemas
2601170,N,7740300,-1,212405,101,9,25.0,"42,50",3,1,0,1,40,0,0,0,"8047,00",9,0,1,0,5,"8047,00",Analista de Desenvolvimento de Sistemas
2601171,J,6202300,-1,212405,101,9,28.0,"40,00",1,1,0,1,40,0,0,0,"4203,20",5,0,1,0,5,"4203,20",Analista de Desenvolvimento de Sistemas
2601172,J,6204000,1,212405,101,80,31.0,"44,00",1,1,0,1,97,0,0,9,"3000,00",7,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2601174,J,6204000,1,212405,101,9,46.0,"40,00",1,1,0,1,97,0,0,0,"38700,00",9,0,1,0,5,"38700,00",Analista de Desenvolvimento de Sistemas
2601177,M,7020400,-1,212405,101,80,44.0,"40,00",1,1,0,1,31,0,0,0,"12830,00",5,0,1,0,5,"12830,00",Analista de Desenvolvimento de Sistemas
2601179,M,6920602,1,212405,101,7,47.0,"40,00",3,3,0,1,97,0,0,0,"11455,00",10,0,1,0,5,"11455,00",Analista de Desenvolvimento de Sistemas
2601181,J,6201501,-1,212405,101,8,23.0,"40,00",6,1,0,1,31,0,0,0,"2650,00",6,0,1,0,5,"2650,00",Analista de Desenvolvimento de Sistemas
2601184,J,6203100,1,212405,101,9,36.0,"44,00",1,1,0,1,97,0,0,0,"9000,00",4,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2601187,J,6201501,-1,212405,101,9,25.0,"40,00",4,1,0,1,31,0,0,0,"6000,00",10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2601198,J,6201501,-1,212405,101,7,39.0,"40,00",6,1,0,1,40,0,0,0,"16135,47",7,0,1,0,5,"16135,47",Analista de Desenvolvimento de Sistemas
2601199,J,6202300,-1,212405,101,9,32.0,"40,00",1,1,0,1,40,0,0,0,"13000,00",1,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2601201,H,5222200,1,212405,101,9,31.0,"44,00",3,1,0,1,97,0,0,0,"6829,44",7,0,1,0,5,"6829,44",Analista de Desenvolvimento de Sistemas
2601207,J,6204000,1,212405,101,80,53.0,"40,00",6,1,0,1,97,0,0,0,"5000,00",6,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2601211,K,6622300,1,212405,101,9,23.0,"40,00",3,1,0,1,97,0,0,0,"5000,00",6,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2601220,N,8299799,1,212405,101,8,23.0,"44,00",1,1,0,1,97,0,0,0,"3000,00",8,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2601227,J,6203100,1,212405,101,8,31.0,"40,00",1,1,0,1,97,0,0,0,"8000,00",8,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2601228,G,4771701,1,212405,101,10,31.0,"44,00",3,1,0,1,97,0,0,0,"13810,00",10,0,1,0,5,"13810,00",Analista de Desenvolvimento de Sistemas
2601231,J,6201501,1,212405,101,9,24.0,"40,00",1,1,0,1,97,0,0,0,"4500,00",7,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2601232,J,6209100,1,212405,101,9,23.0,"44,00",1,1,0,1,97,0,0,0,"7500,00",10,0,1,0,5,"7500,00",Analista de Desenvolvimento de Sistemas
2601234,J,6209100,1,212405,101,8,19.0,"44,00",1,3,0,1,97,0,0,0,"4193,10",10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2601235,N,8211300,1,212405,101,7,34.0,"40,00",2,1,0,1,97,0,0,0,"5000,00",10,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2601238,J,6204000,1,212405,101,8,24.0,"40,00",3,1,0,1,97,0,0,0,"2800,00",6,0,1,0,5,"2800,00",Analista de Desenvolvimento de Sistemas
2601240,J,6202300,-1,212405,101,9,33.0,"40,00",1,3,0,1,40,0,0,0,"3700,00",6,0,1,0,5,"3700,00",Analista de Desenvolvimento de Sistemas
2601242,J,6209100,1,212405,101,9,23.0,"44,00",1,1,0,1,97,0,0,0,"5545,35",10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2601251,J,6204000,-1,212405,101,9,39.0,"40,00",1,1,0,1,31,0,0,0,"2698,00",7,0,1,0,5,"2698,00",Analista de Desenvolvimento de Sistemas
2601252,J,6203100,1,212405,101,9,36.0,"40,00",3,1,0,1,97,0,0,0,"12127,00",10,0,1,0,5,"12127,00",Analista de Desenvolvimento de Sistemas
2601255,K,6613400,1,212405,101,9,24.0,"44,00",1,3,0,1,97,0,0,9,"9161,29",10,0,1,0,5,"9161,29",Analista de Desenvolvimento de Sistemas
2601258,J,6201501,1,212405,101,9,32.0,"40,00",3,1,0,1,97,0,0,0,"4033,60",4,0,1,0,5,"4033,60",Analista de Desenvolvimento de Sistemas
2601260,J,6319400,1,212405,101,80,32.0,"44,00",1,1,0,1,97,0,0,0,"7500,00",8,0,1,0,5,"7500,00",Analista de Desenvolvimento de Sistemas
2601263,J,6201501,1,212405,101,9,30.0,"40,00",3,1,0,1,97,0,0,0,"8000,00",10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2601266,M,7020400,-1,212405,101,9,44.0,"44,00",1,1,0,1,31,0,0,9,"16120,00",10,0,1,0,5,"16120,00",Analista de Desenvolvimento de Sistemas
2601270,M,7490104,1,212405,101,8,30.0,"44,00",1,1,0,1,97,0,0,9,"9422,06",10,0,1,0,5,"9422,06",Analista de Desenvolvimento de Sistemas
2601271,K,6550200,-1,212405,101,7,23.0,"40,00",1,1,0,1,31,0,0,0,"2300,00",4,0,1,0,5,"2300,00",Analista de Desenvolvimento de Sistemas
2601273,K,6611803,-1,212405,101,9,40.0,"40,00",1,1,0,1,40,0,0,0,"9879,00",10,0,1,0,5,"9879,00",Analista de Desenvolvimento de Sistemas
2601274,J,6204000,1,212405,101,8,23.0,"40,00",1,3,0,1,97,0,0,0,"4000,00",5,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2601275,J,6399200,-1,212405,101,9,32.0,"44,00",2,1,0,1,40,0,0,0,"5400,00",6,0,1,0,5,"5400,00",Analista de Desenvolvimento de Sistemas
2601277,J,6204000,1,212405,101,8,43.0,"40,00",3,1,0,1,97,0,0,0,"4500,00",2,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2601279,J,6209100,-1,212405,111,7,31.0,"44,00",2,1,0,1,31,0,1,0,"1650,00",7,0,1,0,1,"7,50",Analista de Desenvolvimento de Sistemas
2601282,N,8299799,1,212405,101,7,21.0,"40,00",4,3,0,1,97,0,0,0,"4200,00",8,0,1,0,5,"4200,00",Analista de Desenvolvimento de Sistemas
2601283,J,6204000,1,212405,101,9,24.0,"40,00",3,1,0,1,97,0,0,0,"1937,38",5,0,1,0,5,"1937,38",Analista de Desenvolvimento de Sistemas
2601285,J,6201501,1,212405,101,9,28.0,"40,00",1,1,0,1,97,0,0,0,"5600,00",10,0,1,0,5,"5600,00",Analista de Desenvolvimento de Sistemas
2601288,J,6202300,-1,212405,101,8,36.0,"40,00",1,1,0,1,40,0,0,0,"3500,00",7,0,1,0,5,"3500,00",Analista de Desenvolvimento de Sistemas
2601296,J,6201501,-1,212405,101,9,24.0,"40,00",3,1,0,1,40,0,0,0,"8271,20",7,0,1,0,5,"8271,20",Analista de Desenvolvimento de Sistemas
2601297,J,6202300,1,212405,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,"3000,00",5,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2601310,K,6612602,-1,212405,101,9,25.0,"44,00",1,1,0,1,40,0,0,0,"12740,40",9,0,1,0,5,"12740,40",Analista de Desenvolvimento de Sistemas
2601311,J,6203100,1,212405,101,9,24.0,"40,00",6,1,0,1,97,0,0,0,"6000,00",6,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2601313,K,6619399,-1,212405,101,9,29.0,"44,00",1,1,0,1,40,0,0,0,"5833,42",10,0,1,0,5,"5833,42",Analista de Desenvolvimento de Sistemas
2601325,J,6204000,-1,212405,101,80,31.0,"40,00",1,1,0,1,31,0,0,0,"12700,00",6,0,1,0,5,"12700,00",Analista de Desenvolvimento de Sistemas
2601327,J,6203100,1,212405,101,9,48.0,"44,00",2,1,0,1,97,0,0,9,"16500,00",10,0,1,0,5,"16500,00",Analista de Desenvolvimento de Sistemas
2601331,J,6204000,1,212405,101,9,29.0,"44,00",3,1,0,1,97,0,0,9,"7000,00",10,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2601333,K,6612601,1,212405,101,9,36.0,"40,00",3,1,0,1,97,0,0,0,"13000,00",8,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2601334,K,6422100,1,212405,101,9,27.0,"44,00",3,3,0,1,97,0,0,0,"7500,00",10,0,1,0,5,"7500,00",Analista de Desenvolvimento de Sistemas
2601335,J,6319400,-1,212405,101,9,27.0,"44,00",2,1,0,1,31,0,0,0,"6525,69",6,0,1,0,5,"6525,69",Analista de Desenvolvimento de Sistemas
2601337,J,6201501,-1,212405,101,8,30.0,"40,00",1,1,0,1,40,0,0,0,"4118,82",9,0,1,0,5,"4118,82",Analista de Desenvolvimento de Sistemas
2601341,J,6203100,1,212405,101,7,28.0,"40,00",3,1,0,1,97,0,0,0,"2400,00",10,0,1,0,5,"2400,00",Analista de Desenvolvimento de Sistemas
2601342,J,6203100,1,212405,101,8,23.0,"40,00",6,1,0,1,97,0,0,0,"3300,00",7,0,1,0,5,"3300,00",Analista de Desenvolvimento de Sistemas
2601344,K,6422100,1,212405,101,80,31.0,"44,00",3,1,0,1,97,0,0,0,"8100,00",10,0,1,0,5,"8100,00",Analista de Desenvolvimento de Sistemas
2601347,J,6201501,1,212405,101,8,24.0,"40,00",3,3,0,1,97,0,0,0,"6000,00",9,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2601348,J,6201501,1,212405,101,8,38.0,"40,00",3,1,0,1,97,0,0,0,"12000,00",8,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2601351,N,7810800,1,212405,101,80,26.0,"40,00",1,1,0,1,97,0,0,0,"20000,00",6,0,1,0,5,"20000,00",Analista de Desenvolvimento de Sistemas
2601353,J,6311900,1,212405,101,9,38.0,"40,00",1,1,0,1,97,0,0,0,"9510,00",8,0,1,0,5,"9510,00",Analista de Desenvolvimento de Sistemas
2601355,J,6202300,-1,212405,101,7,37.0,"40,00",6,3,0,1,31,0,0,0,"4500,00",7,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2601356,N,8220200,-1,212405,101,9,30.0,"40,00",2,1,0,1,40,0,0,0,"12285,00",9,0,1,0,5,"12285,00",Analista de Desenvolvimento de Sistemas
2601361,G,4663000,1,212405,101,9,24.0,"44,00",1,1,0,1,97,0,0,0,"6000,00",9,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2601364,N,8211300,1,212405,101,9,30.0,"44,00",1,1,0,1,97,3,0,0,"9000,00",10,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2601374,J,6202300,-1,212405,101,8,28.0,"40,00",3,1,0,1,40,0,0,0,"1846,04",6,0,1,0,5,"1846,04",Analista de Desenvolvimento de Sistemas
2601375,K,6422100,1,212405,101,9,39.0,"44,00",1,1,0,1,97,0,0,0,"18700,01",10,0,1,0,5,"18700,01",Analista de Desenvolvimento de Sistemas
2601377,P,8532500,-1,212405,101,9,25.0,"44,00",6,1,0,1,40,0,0,0,"4160,00",9,0,1,0,5,"4160,00",Analista de Desenvolvimento de Sistemas
2601379,K,6463800,-1,212405,101,6,42.0,"40,00",1,1,0,1,40,0,0,0,"19405,50",8,0,1,0,5,"19405,50",Analista de Desenvolvimento de Sistemas
2601382,J,6201501,1,212405,101,80,39.0,"40,00",1,1,0,1,97,0,0,0,"12500,00",10,0,1,0,5,"12500,00",Analista de Desenvolvimento de Sistemas
2601384,J,6201501,1,212405,101,9,36.0,"40,00",1,1,0,1,97,0,0,0,"10696,23",7,0,1,0,5,"10696,23",Analista de Desenvolvimento de Sistemas
2601385,J,6120501,-1,212405,101,9,33.0,"40,00",2,1,0,1,40,0,0,0,"6500,00",10,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2601388,J,6110803,-1,212405,101,7,49.0,"40,00",3,1,0,1,31,0,0,0,"2423,52",5,0,1,0,5,"2423,52",Analista de Desenvolvimento de Sistemas
2601389,N,8299799,1,212405,101,8,24.0,"44,00",3,1,0,1,97,0,0,0,"4166,93",6,0,1,0,5,"4166,93",Analista de Desenvolvimento de Sistemas
2601391,J,6204000,1,212405,101,9,45.0,"40,00",1,1,0,1,97,0,0,0,"15153,94",5,0,1,0,5,"15153,94",Analista de Desenvolvimento de Sistemas
2601392,K,6462000,-1,212405,101,7,34.0,"44,00",4,3,0,1,40,0,0,9,"5934,00",8,0,1,0,5,"5934,00",Analista de Desenvolvimento de Sistemas
2601396,J,5811500,1,212405,101,8,22.0,"42,00",1,1,0,1,97,0,0,0,"4662,00",9,0,1,0,5,"4662,00",Analista de Desenvolvimento de Sistemas
2601399,J,6201501,-1,212405,101,9,30.0,"40,00",6,1,0,1,31,0,0,0,"2832,72",5,0,1,0,5,"2832,72",Analista de Desenvolvimento de Sistemas
2601400,J,6203100,1,212405,101,9,47.0,"40,00",2,3,0,1,97,1,0,0,"5641,00",10,0,1,0,5,"5641,00",Analista de Desenvolvimento de Sistemas
2601402,K,6520100,-1,212405,101,9,35.0,"40,00",2,1,0,1,40,0,0,0,"12500,00",10,0,1,0,5,"12500,00",Analista de Desenvolvimento de Sistemas
2601404,J,6202300,-1,212405,101,8,24.0,"40,00",1,1,0,1,31,0,0,0,"9821,73",10,0,1,0,5,"9821,73",Analista de Desenvolvimento de Sistemas
2601405,G,4781400,1,212405,101,9,47.0,"44,00",3,1,0,1,97,0,0,9,"6500,00",9,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2601407,N,8219999,1,212405,101,7,36.0,"44,00",3,1,0,1,97,0,0,0,"2000,00",5,0,1,0,5,"2000,00",Analista de Desenvolvimento de Sistemas
2601408,K,6422100,-1,212405,101,9,25.0,"44,00",6,1,0,1,40,0,0,0,"8701,81",10,0,1,0,5,"8701,81",Analista de Desenvolvimento de Sistemas
2601412,K,6512000,1,212405,101,9,21.0,"40,00",1,3,0,1,97,0,0,0,"2500,00",10,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2601414,J,5812301,-1,212405,101,8,26.0,"44,00",3,1,0,1,40,0,0,9,"8000,00",7,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2601415,J,6204000,1,212405,101,9,28.0,"40,00",6,3,0,1,97,0,0,0,"4200,00",6,0,1,0,5,"4200,00",Analista de Desenvolvimento de Sistemas
2601417,P,8599604,-1,212405,101,8,26.0,"44,00",6,1,0,1,40,0,0,0,"3304,80",4,0,1,0,5,"3304,80",Analista de Desenvolvimento de Sistemas
2601418,K,6512000,1,212405,101,9,20.0,"40,00",1,3,0,1,97,0,0,0,"2500,00",10,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2601419,J,6204000,-1,212405,101,9,39.0,"40,00",1,1,0,1,40,0,0,0,"4752,00",7,0,1,0,5,"4752,00",Analista de Desenvolvimento de Sistemas
2601423,J,6209100,1,212405,101,9,32.0,"44,00",3,1,0,1,97,0,0,0,"5545,35",10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2601426,J,6399200,-1,212405,101,7,22.0,"44,00",1,1,0,1,40,0,0,0,"6666,00",6,0,1,0,5,"6666,00",Analista de Desenvolvimento de Sistemas
2601427,J,6110801,1,212405,101,9,47.0,"40,00",3,3,0,1,97,0,0,0,"8800,00",10,0,1,0,5,"8800,00",Analista de Desenvolvimento de Sistemas
2601429,J,6021700,-1,212405,101,9,31.0,"44,00",1,1,0,1,40,0,0,0,"10855,85",10,0,1,0,5,"10855,85",Analista de Desenvolvimento de Sistemas
2601430,J,6201501,1,212405,101,8,22.0,"40,00",3,1,0,1,97,0,0,0,"1459,19",6,0,1,0,5,"1459,19",Analista de Desenvolvimento de Sistemas
2601433,M,7490104,1,212405,101,9,29.0,"40,00",3,3,0,1,97,0,0,0,"14000,00",10,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2601435,Q,8610101,1,212405,101,9,21.0,"44,00",1,1,0,1,97,0,0,0,"7344,85",10,0,1,0,5,"7344,85",Analista de Desenvolvimento de Sistemas
2601439,J,6203100,-1,212405,101,80,46.0,"40,00",3,3,0,1,40,0,0,0,"11280,00",10,0,1,0,5,"11280,00",Analista de Desenvolvimento de Sistemas
2601440,J,6203100,-1,212405,101,9,28.0,"40,00",1,1,0,1,40,0,0,0,"10465,20",10,0,1,0,5,"10465,20",Analista de Desenvolvimento de Sistemas
2601442,J,6201501,1,212405,101,9,43.0,"40,00",1,3,0,1,97,0,0,0,"16000,00",10,0,1,0,5,"16000,00",Analista de Desenvolvimento de Sistemas
2601445,J,6203100,1,212405,101,80,41.0,"40,00",1,1,0,1,97,0,0,0,"13000,00",10,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2601447,J,6204000,-1,212405,101,8,30.0,"40,00",3,1,0,1,40,0,0,0,"6000,00",8,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2601450,J,6201501,1,212405,101,9,45.0,"40,00",3,1,0,1,97,0,0,0,"8336,51",10,0,1,0,5,"8336,51",Analista de Desenvolvimento de Sistemas
2601461,G,4751201,1,212405,101,7,55.0,"44,00",1,1,0,1,97,0,0,0,"12000,00",10,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2601465,M,6920602,-1,212405,101,9,31.0,"40,00",3,1,0,1,40,0,0,0,"5562,00",10,0,1,0,5,"5562,00",Analista de Desenvolvimento de Sistemas
2601466,K,6422100,1,212405,101,9,42.0,"44,00",1,1,0,1,97,0,0,0,"9032,26",8,0,1,0,5,"9032,26",Analista de Desenvolvimento de Sistemas
2601467,J,6319400,-1,212405,101,9,21.0,"44,00",3,1,0,1,40,0,0,0,"2373,92",5,0,1,0,5,"2373,92",Analista de Desenvolvimento de Sistemas
2601469,J,6201501,1,212405,101,8,35.0,"40,00",1,1,0,1,97,0,0,0,"6500,00",8,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2601470,J,6203100,-1,212405,101,9,26.0,"40,00",2,1,0,1,40,0,0,0,"8000,00",10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2601472,J,6203100,1,212405,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,"8400,00",10,0,1,0,5,"8400,00",Analista de Desenvolvimento de Sistemas
2601474,K,6512000,-1,212405,101,80,41.0,"39,00",1,1,0,1,40,0,0,0,"14091,80",9,0,1,0,5,"14091,80",Analista de Desenvolvimento de Sistemas
2601475,N,8211300,-1,212405,101,9,37.0,"44,00",2,1,0,1,40,0,0,0,"5669,73",8,0,1,0,5,"5669,73",Analista de Desenvolvimento de Sistemas
2601479,K,6612603,1,212405,101,9,28.0,"30,00",6,1,0,1,97,0,0,0,"5828,57",7,0,1,0,5,"5828,57",Analista de Desenvolvimento de Sistemas
2601480,M,7020400,1,212405,101,9,28.0,"40,00",1,1,0,1,97,0,0,0,"7000,00",10,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2601483,Q,8640202,1,212405,101,8,27.0,"40,00",6,1,0,1,97,0,0,0,"9352,72",6,0,1,0,5,"9352,72",Analista de Desenvolvimento de Sistemas
2601484,J,6209100,-1,212405,101,9,52.0,"40,00",3,1,0,1,40,0,0,0,"2033,60",6,0,1,0,5,"2033,60",Analista de Desenvolvimento de Sistemas
2601486,D,3513100,1,212405,101,9,31.0,"40,00",6,1,0,1,97,0,0,0,"11000,00",7,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2601489,Q,8610101,-1,212405,101,9,41.0,"49,00",3,1,0,1,40,0,0,0,"5582,68",10,0,1,0,5,"5582,68",Analista de Desenvolvimento de Sistemas
2601490,K,6512000,-1,212405,101,9,37.0,"44,00",1,1,0,1,40,0,0,9,"15260,00",7,0,1,0,5,"15260,00",Analista de Desenvolvimento de Sistemas
2601494,G,4753900,-1,212405,101,7,23.0,"42,50",3,1,0,1,31,0,0,0,"1700,00",2,0,1,0,5,"1700,00",Analista de Desenvolvimento de Sistemas
2601495,J,6311900,-1,212405,101,9,22.0,"40,00",1,1,0,1,40,0,0,0,"3101,60",1,0,1,0,5,"3101,60",Analista de Desenvolvimento de Sistemas
2601499,M,7020400,1,212405,101,9,28.0,"44,00",1,1,0,1,97,0,0,0,"10000,00",10,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2601500,G,4781400,-1,212405,101,80,34.0,"44,00",3,1,0,1,40,0,0,9,"14635,95",10,0,1,0,5,"14635,95",Analista de Desenvolvimento de Sistemas
2601502,N,8211300,1,212405,101,9,27.0,"40,00",3,1,0,1,97,0,0,0,"6800,00",10,0,1,0,5,"6800,00",Analista de Desenvolvimento de Sistemas
2601504,J,6201501,1,212405,101,80,31.0,"40,00",1,1,0,1,97,0,0,0,"8800,00",10,0,1,0,5,"8800,00",Analista de Desenvolvimento de Sistemas
2601506,K,6422100,1,212405,101,9,23.0,"44,00",3,3,0,1,97,0,0,0,"5600,01",10,0,1,0,5,"5600,01",Analista de Desenvolvimento de Sistemas
2601508,N,8299799,1,212405,101,80,27.0,"40,00",1,1,0,1,97,0,0,0,"6000,00",5,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2601514,M,7490104,1,212405,101,9,25.0,"40,00",6,1,0,1,97,0,0,0,"10000,00",2,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2601515,J,6204000,1,212405,101,9,43.0,"44,00",1,3,0,1,97,0,0,9,"8000,00",10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2601516,J,6202300,-1,212405,101,8,23.0,"40,00",3,1,0,1,31,0,0,0,"14740,00",8,0,1,0,5,"14740,00",Analista de Desenvolvimento de Sistemas
2601518,J,6202300,1,212405,101,9,25.0,"40,00",3,1,0,1,97,0,0,0,"3500,00",5,0,1,0,5,"3500,00",Analista de Desenvolvimento de Sistemas
2601519,K,6422100,1,212405,101,9,27.0,"44,00",3,1,0,1,97,0,0,9,"10000,00",7,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2601520,S,9411100,1,212405,101,9,45.0,"40,00",1,3,0,1,97,0,0,0,"9305,00",8,0,1,0,5,"9305,00",Analista de Desenvolvimento de Sistemas
2601529,J,6201501,-1,212405,101,9,40.0,"40,00",1,1,0,1,40,0,0,0,"5576,48",9,0,1,0,5,"5576,48",Analista de Desenvolvimento de Sistemas
2601530,G,4729699,1,212405,101,9,44.0,"40,00",2,1,0,1,97,0,0,0,"10500,00",9,0,1,0,5,"10500,00",Analista de Desenvolvimento de Sistemas
2601531,J,6201501,-1,212405,101,9,57.0,"40,00",1,1,0,1,40,0,0,0,"7365,19",10,0,1,0,5,"7365,19",Analista de Desenvolvimento de Sistemas
