,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,salario,tamestabjan,indicadoraprendiz,origemdainformação,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2444132,J,6202300,1,212420,101,7,28.0,"40,00",1,3,0,1,97,0,0,0,"2700,00",2,0,1,0,5,"2700,00",Analista de Suporte Computacional
2444133,J,6203100,1,212420,101,8,21.0,"40,00",6,1,0,1,97,0,0,0,"2500,00",7,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444134,J,6204000,1,212420,101,9,26.0,"36,00",3,1,0,1,97,0,0,0,"2033,00",10,0,1,0,5,"2033,00",Analista de Suporte Computacional
2444137,J,6203100,-1,212420,101,9,37.0,"40,00",3,3,0,1,40,0,0,0,"2056,00",5,0,1,0,5,"2056,00",Analista de Suporte Computacional
2444138,N,8211300,1,212420,101,7,27.0,"44,00",1,3,0,1,97,0,0,9,"2600,00",1,0,1,0,5,"2600,00",Analista de Suporte Computacional
2444139,J,6204000,-1,212420,101,9,37.0,"40,00",1,1,0,1,40,0,0,0,"8314,21",5,0,1,0,5,"8314,21",Analista de Suporte Computacional
2444143,J,6201501,1,212420,101,9,30.0,"40,00",6,1,0,1,97,0,0,0,"3500,00",4,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444144,M,7020400,-1,212420,101,8,26.0,"40,00",3,3,0,1,40,0,0,0,"1947,00",10,0,1,0,5,"1947,00",Analista de Suporte Computacional
2444147,J,6203100,1,212420,101,9,36.0,"40,00",2,1,0,1,97,0,0,0,"15620,00",8,0,1,0,5,"15620,00",Analista de Suporte Computacional
2444148,J,6209100,-1,212420,101,7,31.0,"40,00",6,1,0,1,40,0,0,0,"2258,68",5,0,1,0,5,"2258,68",Analista de Suporte Computacional
2444150,J,6209100,1,212420,101,9,36.0,"45,00",1,1,0,1,97,0,0,0,"2100,00",5,0,1,0,5,"2100,00",Analista de Suporte Computacional
2444154,J,6204000,1,212420,101,7,23.0,"40,00",1,1,0,1,97,0,0,0,"3389,76",4,0,1,0,5,"3389,76",Analista de Suporte Computacional
2444156,R,9312300,1,212420,101,8,36.0,"44,00",1,1,0,1,97,0,0,0,"3823,00",8,0,1,0,5,"3823,00",Analista de Suporte Computacional
2444160,J,6311900,-1,212420,101,9,45.0,"44,00",6,1,0,1,40,0,0,0,"6703,80",8,0,1,0,5,"6703,80",Analista de Suporte Computacional
2444161,J,6203100,-1,212420,101,9,30.0,"40,00",3,3,0,1,31,0,0,0,"2510,17",8,0,1,0,5,"2510,17",Analista de Suporte Computacional
2444163,J,6311900,1,212420,101,8,21.0,"44,00",1,1,0,1,97,0,0,0,"3286,00",9,0,1,0,5,"3286,00",Analista de Suporte Computacional
2444166,J,6190601,1,212420,101,7,43.0,"44,00",1,3,0,1,97,0,0,0,"1504,00",4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444167,N,8211300,1,212420,101,7,25.0,"40,00",2,1,0,1,97,0,0,0,"4500,00",10,0,1,0,5,"4500,00",Analista de Suporte Computacional
2444168,N,8211300,1,212420,101,8,37.0,"44,00",3,1,0,1,97,0,0,9,"11612,90",10,0,1,0,5,"11612,90",Analista de Suporte Computacional
2444169,F,4321500,1,212420,101,9,49.0,"44,00",3,3,0,1,97,0,0,0,"2042,31",9,0,1,0,5,"2042,31",Analista de Suporte Computacional
2444170,J,6204000,-1,212420,101,80,30.0,"40,00",1,3,0,1,31,0,0,0,"18540,00",7,0,1,0,5,"18540,00",Analista de Suporte Computacional
2444174,J,6204000,1,212420,101,9,29.0,"44,00",6,1,0,1,97,0,0,0,"4500,00",9,0,1,0,5,"4500,00",Analista de Suporte Computacional
2444177,J,6204000,-1,212420,101,7,30.0,"40,00",6,1,0,1,40,0,0,0,"2423,52",8,0,1,0,5,"2423,52",Analista de Suporte Computacional
2444183,G,4751201,1,212420,101,9,29.0,"30,00",3,3,0,1,97,0,0,1,"1152,50",8,0,1,0,5,"1152,50",Analista de Suporte Computacional
2444186,J,6209100,1,212420,101,9,41.0,"40,00",6,1,0,1,97,0,0,0,"1850,00",9,0,1,0,5,"1850,00",Analista de Suporte Computacional
2444189,C,2651500,-1,212420,101,8,26.0,"36,00",6,1,0,1,31,0,0,0,"2555,00",6,0,1,0,5,"2555,00",Analista de Suporte Computacional
2444190,M,7490104,-1,212420,101,10,34.0,"40,00",6,3,0,1,43,0,0,0,"3500,00",7,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444191,J,6209100,1,212420,101,11,35.0,"44,00",1,1,0,1,97,0,0,0,"14300,00",10,0,1,0,5,"14300,00",Analista de Suporte Computacional
2444192,J,6209100,1,212420,101,9,29.0,"40,00",1,1,0,1,97,0,0,0,"1500,00",10,0,1,0,5,"1500,00",Analista de Suporte Computacional
2444198,J,6204000,1,212420,101,7,35.0,"40,00",1,3,0,1,97,0,0,0,"2200,00",5,0,1,0,5,"2200,00",Analista de Suporte Computacional
2444199,G,4729699,-1,212420,101,7,21.0,"44,00",1,1,0,1,31,0,0,0,"2900,00",1,0,1,0,5,"2900,00",Analista de Suporte Computacional
2444207,N,8219999,-1,212420,101,6,19.0,"36,00",3,1,0,1,31,0,0,0,"1640,18",8,0,1,0,5,"1640,18",Analista de Suporte Computacional
2444208,J,6201501,-1,212420,101,80,28.0,"40,00",2,3,0,1,40,0,0,0,"3692,99",10,0,1,0,5,"3692,99",Analista de Suporte Computacional
2444209,J,6204000,-1,212420,101,10,32.0,"40,00",3,1,0,1,40,0,0,0,"12500,00",6,0,1,0,5,"12500,00",Analista de Suporte Computacional
2444210,N,7810800,1,212420,106,9,26.0,"44,00",1,1,0,1,97,0,0,0,"2998,94",1,0,1,0,5,"2998,94",Analista de Suporte Computacional
2444214,J,6204000,1,212420,101,8,20.0,"40,00",1,1,0,1,97,0,0,0,"1400,00",2,0,1,0,5,"1400,00",Analista de Suporte Computacional
2444215,J,6202300,-1,212420,101,7,22.0,"40,00",1,1,0,1,31,0,0,0,"1850,00",4,0,1,0,5,"1850,00",Analista de Suporte Computacional
2444218,K,6612601,-1,212420,101,9,49.0,"44,00",1,1,0,1,31,0,0,0,"4000,00",10,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444219,J,6311900,-1,212420,101,9,34.0,"40,00",2,1,0,1,31,0,0,0,"4000,00",6,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444220,G,4634601,-1,212420,101,9,26.0,"44,00",2,1,0,1,40,0,0,0,"3297,02",7,0,1,0,5,"3297,02",Analista de Suporte Computacional
2444225,K,6436100,1,212420,101,9,36.0,"40,00",1,1,0,1,97,0,0,0,"5227,00",7,0,1,0,5,"5227,00",Analista de Suporte Computacional
2444226,J,6203100,1,212420,101,9,38.0,"40,00",1,3,0,1,97,0,0,0,"2615,89",7,0,1,0,5,"2615,89",Analista de Suporte Computacional
2444228,J,6311900,-1,212420,101,9,29.0,"40,00",1,1,0,1,40,0,0,0,"4393,20",9,0,1,0,5,"4393,20",Analista de Suporte Computacional
2444232,J,6203100,-1,212420,101,8,26.0,"40,00",1,3,0,1,31,0,0,0,"2510,17",8,0,1,0,5,"2510,17",Analista de Suporte Computacional
2444235,G,4651601,-1,212420,101,8,26.0,"40,00",1,1,0,1,40,0,0,0,"4148,11",8,0,1,0,5,"4148,11",Analista de Suporte Computacional
2444237,J,6203100,1,212420,101,8,22.0,"40,00",1,1,0,1,97,0,0,0,"2033,60",5,0,1,0,5,"2033,60",Analista de Suporte Computacional
2444239,N,7820500,1,212420,106,9,25.0,"40,00",1,1,0,1,97,0,0,0,"6000,00",10,0,1,0,5,"6000,00",Analista de Suporte Computacional
2444241,J,6311900,-1,212420,101,8,21.0,"40,00",6,1,0,1,31,0,0,0,"1861,00",6,0,1,0,5,"1861,00",Analista de Suporte Computacional
2444244,G,4637199,1,212420,101,80,33.0,"44,00",1,1,0,1,97,0,0,0,"6268,00",6,0,1,0,5,"6268,00",Analista de Suporte Computacional
2444246,H,4930202,-1,212420,101,9,31.0,"44,00",3,1,0,1,90,0,0,0,"3002,29",8,0,1,0,5,"3002,29",Analista de Suporte Computacional
2444251,J,6209100,-1,212420,101,8,27.0,"40,00",2,1,0,1,31,0,0,0,"2048,69",10,0,1,0,5,"2048,69",Analista de Suporte Computacional
2444255,S,9511800,-1,212420,101,9,33.0,"40,00",3,1,0,1,40,0,0,0,"3587,50",2,0,1,0,5,"3587,50",Analista de Suporte Computacional
2444259,J,6204000,-1,212420,101,7,30.0,"40,00",2,1,0,1,40,0,0,0,"1725,00",4,0,1,0,5,"1725,00",Analista de Suporte Computacional
2444260,J,6202300,-1,212420,101,8,18.0,"40,00",3,1,0,1,31,0,0,0,"1846,04",6,0,1,0,5,"1846,04",Analista de Suporte Computacional
2444261,J,6202300,1,212420,101,7,23.0,"40,00",6,1,0,1,97,0,0,0,"3362,71",6,0,1,0,5,"3362,71",Analista de Suporte Computacional
2444266,J,6209100,1,212420,101,9,34.0,"40,00",6,1,0,1,97,0,0,0,"1850,00",9,0,1,0,5,"1850,00",Analista de Suporte Computacional
2444272,J,6190601,1,212420,101,7,51.0,"44,00",1,1,0,1,97,0,0,0,"2200,00",4,0,1,0,5,"2200,00",Analista de Suporte Computacional
2444276,J,6311900,1,212420,101,7,41.0,"40,00",3,1,0,1,97,0,0,0,"2093,39",2,0,1,0,5,"2093,39",Analista de Suporte Computacional
2444282,P,8513900,-1,212420,101,80,37.0,"42,50",1,1,0,1,40,0,0,0,"7606,15",8,0,1,0,5,"7606,15",Analista de Suporte Computacional
2444284,S,9511800,-1,212420,101,8,37.0,"44,00",3,1,0,1,40,0,0,0,"2420,14",4,0,1,0,5,"2420,14",Analista de Suporte Computacional
2444285,M,6911701,1,212420,101,9,36.0,"40,00",1,1,0,1,97,0,0,0,"4800,00",8,0,1,0,5,"4800,00",Analista de Suporte Computacional
2444289,J,6204000,-1,212420,101,9,35.0,"40,00",3,1,0,1,40,0,0,0,"3825,97",7,0,1,0,5,"3825,97",Analista de Suporte Computacional
2444295,G,4781400,-1,212420,101,9,42.0,"44,00",6,1,0,1,40,0,0,0,"9500,00",7,0,1,0,5,"9500,00",Analista de Suporte Computacional
2444304,J,6209100,1,212420,101,8,26.0,"44,00",1,1,0,1,97,0,0,0,"16000,00",10,0,1,0,5,"16000,00",Analista de Suporte Computacional
2444309,J,6204000,-1,212420,101,9,28.0,"40,00",2,3,0,1,40,0,0,0,"1373,19",10,0,1,0,5,"1373,19",Analista de Suporte Computacional
2444310,G,4751201,1,212420,101,7,27.0,"44,00",6,3,0,1,97,0,0,0,"4080,00",10,0,1,0,5,"4080,00",Analista de Suporte Computacional
2444311,S,9511800,-1,212420,101,8,30.0,"40,00",1,3,0,1,31,0,0,0,"3600,00",2,0,1,0,5,"3600,00",Analista de Suporte Computacional
2444313,N,8211300,-1,212420,101,9,38.0,"44,00",6,3,0,1,31,0,0,0,"6000,00",5,0,1,0,5,"6000,00",Analista de Suporte Computacional
2444316,N,8211300,-1,212420,101,80,41.0,"36,00",1,1,0,1,40,0,0,0,"6000,00",10,0,1,0,5,"6000,00",Analista de Suporte Computacional
2444321,N,7911200,1,212420,101,8,32.0,"44,00",6,1,0,1,97,0,0,0,"2573,00",8,0,1,0,5,"2573,00",Analista de Suporte Computacional
2444323,J,6204000,1,212420,101,10,37.0,"40,00",1,1,0,1,97,0,0,0,"23000,00",9,0,1,0,5,"23000,00",Analista de Suporte Computacional
2444324,J,6202300,-1,212420,101,8,23.0,"40,00",1,3,0,1,31,0,0,0,"2100,00",1,0,1,0,5,"2100,00",Analista de Suporte Computacional
2444328,J,6202300,1,212420,101,7,22.0,"44,00",1,1,0,1,97,0,0,0,"2700,00",4,0,1,0,5,"2700,00",Analista de Suporte Computacional
2444330,K,6612601,1,212420,101,9,46.0,"44,00",1,1,0,1,97,0,0,9,"8000,00",10,0,1,0,5,"8000,00",Analista de Suporte Computacional
2444333,J,6202300,-1,212420,101,9,25.0,"40,00",3,1,0,1,40,0,0,0,"5478,91",7,0,1,0,5,"5478,91",Analista de Suporte Computacional
2444339,G,4665600,-1,212420,101,9,26.0,"44,00",3,1,0,1,40,0,0,0,"3200,00",3,0,1,0,5,"3200,00",Analista de Suporte Computacional
2444340,J,6311900,-1,212420,101,9,39.0,"40,00",1,1,0,1,31,0,0,0,"2500,00",6,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444349,N,8220200,1,212420,101,9,40.0,"33,00",3,1,0,1,97,0,0,0,"1973,18",1,0,1,0,5,"1973,18",Analista de Suporte Computacional
2444350,J,6203100,-1,212420,101,9,37.0,"40,00",3,3,0,1,31,0,0,0,"2755,65",8,0,1,0,5,"2755,65",Analista de Suporte Computacional
2444352,J,6201501,-1,212420,101,7,22.0,"40,00",1,1,0,1,40,0,0,0,"4054,00",6,0,1,0,5,"4054,00",Analista de Suporte Computacional
2444355,N,8220200,1,212420,101,8,25.0,"44,00",3,1,0,1,97,0,0,0,"1803,75",10,0,1,0,5,"1803,75",Analista de Suporte Computacional
2444358,J,6209100,-1,212420,101,9,55.0,"40,00",1,1,0,1,31,0,0,0,"3795,61",3,0,1,0,5,"3795,61",Analista de Suporte Computacional
2444359,J,6201501,1,212420,105,7,20.0,"40,00",1,3,0,1,97,0,0,0,"1329,68",9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444369,J,6209100,1,212420,101,9,27.0,"44,00",6,1,0,1,97,0,0,0,"3700,00",4,0,1,0,5,"3700,00",Analista de Suporte Computacional
2444372,J,6311900,1,212420,101,7,37.0,"40,00",3,1,0,1,97,0,0,0,"4364,73",9,0,1,0,5,"4364,73",Analista de Suporte Computacional
2444376,N,8211300,-1,212420,101,80,34.0,"44,00",1,1,0,1,40,0,0,0,"13606,47",10,0,1,0,5,"13606,47",Analista de Suporte Computacional
2444381,J,6201501,-1,212420,101,7,34.0,"40,00",3,1,0,1,40,0,0,0,"3350,00",7,0,1,0,5,"3350,00",Analista de Suporte Computacional
2444385,K,6613400,1,212420,101,9,23.0,"40,00",1,1,0,1,97,0,0,0,"16000,00",7,0,1,0,5,"16000,00",Analista de Suporte Computacional
2444386,J,6204000,-1,212420,101,9,28.0,"40,00",1,3,0,1,40,0,0,0,"2600,00",7,0,1,0,5,"2600,00",Analista de Suporte Computacional
2444393,J,6201501,1,212420,101,9,36.0,"40,00",3,3,0,1,97,0,0,0,"3400,00",10,0,1,0,5,"3400,00",Analista de Suporte Computacional
2444394,J,6201501,1,212420,105,7,42.0,"40,00",3,3,0,1,97,0,0,0,"1329,68",9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444397,J,6204000,1,212420,101,7,20.0,"44,00",6,1,0,1,97,0,0,0,"2000,00",1,0,1,0,5,"2000,00",Analista de Suporte Computacional
2444398,J,6209100,1,212420,101,9,35.0,"40,00",2,1,0,1,97,0,0,0,"15000,00",7,0,1,0,5,"15000,00",Analista de Suporte Computacional
2444399,J,6319400,1,212420,101,9,28.0,"44,00",6,3,0,1,97,0,0,0,"2588,00",5,0,1,0,5,"2588,00",Analista de Suporte Computacional
2444402,N,8220200,1,212420,101,9,31.0,"36,00",3,1,0,1,97,0,0,0,"1500,00",8,0,1,0,5,"1500,00",Analista de Suporte Computacional
2444403,J,6204000,1,212420,101,9,28.0,"40,00",1,1,0,1,97,0,0,0,"5000,00",10,0,1,0,5,"5000,00",Analista de Suporte Computacional
2444405,J,6209100,-1,212420,101,9,26.0,"44,00",3,1,0,1,40,0,0,0,"3500,00",7,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444408,N,8211300,1,212420,101,9,42.0,"40,00",1,1,0,1,97,0,0,0,"7307,69",7,0,1,0,5,"7307,69",Analista de Suporte Computacional
2444411,J,6311900,-1,212420,101,9,26.0,"40,00",6,1,0,1,40,0,0,0,"5098,00",7,0,1,0,5,"5098,00",Analista de Suporte Computacional
2444418,J,6120501,-1,212420,101,8,31.0,"40,00",3,1,0,1,40,0,0,0,"5307,00",10,0,1,0,5,"5307,00",Analista de Suporte Computacional
2444421,J,6209100,1,212420,101,9,30.0,"40,00",6,1,0,1,97,0,0,0,"2300,00",3,0,1,0,5,"2300,00",Analista de Suporte Computacional
2444425,J,6202300,1,212420,101,8,24.0,"40,00",3,1,0,1,97,0,0,0,"2100,00",1,0,1,0,5,"2100,00",Analista de Suporte Computacional
2444426,J,6190601,1,212420,101,7,51.0,"44,00",1,3,0,1,97,0,0,0,"1504,00",4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444431,J,6209100,1,212420,101,9,42.0,"40,00",1,1,0,1,97,0,0,0,"5690,00",5,0,1,0,5,"5690,00",Analista de Suporte Computacional
2444435,J,6209100,1,212420,101,9,29.0,"40,00",1,3,0,1,97,0,0,0,"3000,00",8,0,1,0,5,"3000,00",Analista de Suporte Computacional
2444446,J,6201501,1,212420,101,9,30.0,"40,00",3,1,0,1,97,0,0,0,"2033,60",7,0,1,0,5,"2033,60",Analista de Suporte Computacional
2444448,J,6201501,-1,212420,101,8,22.0,"40,00",1,1,0,1,40,0,0,0,"3050,70",7,0,1,0,5,"3050,70",Analista de Suporte Computacional
2444449,J,6204000,-1,212420,101,9,32.0,"44,00",1,1,0,1,40,0,0,0,"5400,00",4,0,1,0,5,"5400,00",Analista de Suporte Computacional
2444452,J,6204000,-1,212420,101,80,39.0,"40,00",4,1,0,1,40,0,0,0,"33305,34",9,0,1,0,5,"33305,34",Analista de Suporte Computacional
2444453,J,6204000,-1,212420,101,9,26.0,"40,00",3,1,0,1,40,0,0,0,"9152,10",6,0,1,0,5,"9152,10",Analista de Suporte Computacional
2444456,G,4789004,-1,212420,101,8,26.0,"44,00",3,3,0,1,31,0,0,0,"3000,00",8,0,1,0,5,"3000,00",Analista de Suporte Computacional
2444463,J,6209100,1,212420,101,9,20.0,"40,00",6,1,0,1,97,0,0,0,"1900,00",9,0,1,0,5,"1900,00",Analista de Suporte Computacional
2444466,J,6202300,-1,212420,101,9,29.0,"40,00",3,1,0,1,31,0,0,0,"3000,00",7,0,1,0,5,"3000,00",Analista de Suporte Computacional
2444467,J,6204000,1,212420,101,8,40.0,"40,00",3,1,0,1,97,0,0,0,"6500,00",5,0,1,0,5,"6500,00",Analista de Suporte Computacional
2444468,G,4651601,1,212420,101,9,48.0,"40,00",6,1,0,1,97,0,0,0,"4435,00",6,0,1,0,5,"4435,00",Analista de Suporte Computacional
2444475,J,6209100,1,212420,101,9,49.0,"40,00",3,1,0,1,97,0,0,0,"4000,00",7,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444476,N,7810800,-1,212420,106,9,34.0,"44,00",1,1,0,1,43,0,0,0,"2680,08",1,0,1,0,5,"2680,08",Analista de Suporte Computacional
2444478,J,6209100,1,212420,101,9,37.0,"44,00",1,1,0,1,97,0,0,0,"2346,04",10,0,1,0,5,"2346,04",Analista de Suporte Computacional
2444483,K,6612601,-1,212420,101,9,30.0,"44,00",1,1,0,1,31,0,0,0,"8250,67",10,0,1,0,5,"8250,67",Analista de Suporte Computacional
2444484,J,6204000,-1,212420,101,7,28.0,"40,00",2,1,0,1,40,0,0,0,"2500,00",10,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444490,G,4663000,-1,212420,101,7,39.0,"44,00",1,3,0,1,31,0,0,0,"8495,56",4,0,1,0,5,"8495,56",Analista de Suporte Computacional
2444491,N,8211300,1,212420,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,"4800,89",8,0,1,0,5,"4800,89",Analista de Suporte Computacional
2444492,J,6209100,1,212420,101,9,39.0,"44,00",6,1,0,1,97,0,0,0,"3430,13",5,0,1,0,5,"3430,13",Analista de Suporte Computacional
2444496,J,6201501,-1,212420,101,9,36.0,"40,00",2,1,0,1,31,0,0,0,"2033,60",7,0,1,0,5,"2033,60",Analista de Suporte Computacional
2444497,S,9499500,-1,212420,101,9,22.0,"40,00",1,1,0,1,40,0,0,0,"9631,00",7,0,1,0,5,"9631,00",Analista de Suporte Computacional
2444499,J,6204000,-1,212420,101,9,30.0,"40,00",1,1,0,1,40,0,0,0,"2500,00",6,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444502,J,6201501,1,212420,105,9,31.0,"40,00",2,3,0,1,97,0,0,0,"1329,68",9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444507,M,7490104,1,212420,101,9,24.0,"40,00",1,1,0,1,97,0,0,0,"13128,29",5,0,1,0,5,"13128,29",Analista de Suporte Computacional
2444518,L,6822600,-1,212420,101,9,26.0,"44,00",1,1,0,1,40,0,0,0,"3663,00",7,0,1,0,5,"3663,00",Analista de Suporte Computacional
2444520,J,6311900,-1,212420,101,8,31.0,"44,00",3,1,0,1,31,0,0,9,"2750,00",3,0,1,0,5,"2750,00",Analista de Suporte Computacional
2444522,J,6209100,1,212420,101,80,40.0,"40,00",1,1,0,1,97,0,0,0,"10400,00",7,0,1,0,5,"10400,00",Analista de Suporte Computacional
2444531,J,6209100,-1,212420,101,7,34.0,"40,00",1,1,0,1,31,0,0,0,"3101,60",8,0,1,0,5,"3101,60",Analista de Suporte Computacional
2444537,J,6201501,1,212420,105,9,25.0,"40,00",1,1,0,1,97,0,0,0,"1329,68",9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444539,G,4752100,1,212420,101,7,26.0,"44,00",3,1,0,1,97,0,0,0,"2200,00",4,0,1,0,5,"2200,00",Analista de Suporte Computacional
2444546,J,6201501,-1,212420,101,9,36.0,"40,00",3,1,0,1,31,0,0,0,"4000,00",8,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444547,J,6204000,-1,212420,101,8,28.0,"40,00",1,1,0,1,40,0,0,0,"2690,71",10,0,1,0,5,"2690,71",Analista de Suporte Computacional
2444552,J,6209100,-1,212420,101,8,25.0,"36,00",1,1,0,1,40,0,0,0,"1604,60",10,0,1,0,5,"1604,60",Analista de Suporte Computacional
2444553,J,6209100,1,212420,101,9,44.0,"40,00",3,1,0,1,97,0,0,0,"12000,00",4,0,1,0,5,"12000,00",Analista de Suporte Computacional
2444554,G,4751201,1,212420,101,9,23.0,"30,00",3,3,0,1,97,0,0,1,"1152,50",8,0,1,0,5,"1152,50",Analista de Suporte Computacional
2444558,G,4721103,1,212420,101,7,19.0,"44,00",3,3,0,1,97,0,0,0,"2511,00",7,0,1,0,5,"2511,00",Analista de Suporte Computacional
2444559,J,6209100,1,212420,101,9,30.0,"40,00",1,3,0,1,97,0,0,0,"7018,69",6,0,1,0,5,"7018,69",Analista de Suporte Computacional
2444561,G,4647801,-1,212420,101,7,27.0,"44,00",3,1,0,1,40,0,0,0,"2000,00",1,0,1,0,5,"2000,00",Analista de Suporte Computacional
2444563,J,6209100,-1,212420,101,9,35.0,"40,00",6,1,0,1,31,0,0,0,"10000,00",5,0,1,0,5,"10000,00",Analista de Suporte Computacional
2444564,G,4759899,-1,212420,101,8,27.0,"40,00",1,1,0,1,40,0,0,0,"2300,00",3,0,1,0,5,"2300,00",Analista de Suporte Computacional
2444567,J,6209100,-1,212420,101,9,33.0,"44,00",6,1,0,1,40,0,0,0,"15768,84",10,0,1,0,5,"15768,84",Analista de Suporte Computacional
2444568,N,7733100,-1,212420,101,7,28.0,"44,00",3,1,0,1,31,0,0,0,"7038,99",5,0,1,0,5,"7038,99",Analista de Suporte Computacional
2444571,G,4751201,1,212420,101,9,33.0,"44,00",2,1,0,1,97,0,0,0,"2300,00",3,0,1,0,5,"2300,00",Analista de Suporte Computacional
2444572,F,4110700,1,212420,101,8,21.0,"44,00",1,1,0,1,97,0,0,0,"3300,00",8,0,1,0,5,"3300,00",Analista de Suporte Computacional
2444575,G,4781400,1,212420,101,9,26.0,"44,00",1,1,0,1,97,0,0,0,"2400,00",8,0,1,0,5,"2400,00",Analista de Suporte Computacional
2444576,G,4693100,-1,212420,101,9,40.0,"44,00",1,1,0,1,43,0,0,0,"3211,00",7,0,1,0,5,"3211,00",Analista de Suporte Computacional
2444579,G,4751201,-1,212420,101,8,35.0,"44,00",6,1,0,1,40,0,0,0,"6759,64",4,0,1,0,5,"6759,64",Analista de Suporte Computacional
2444582,G,4651601,1,212420,101,9,22.0,"40,00",1,3,0,1,97,0,0,0,"2500,00",8,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444583,J,6203100,1,212420,101,9,26.0,"40,00",1,3,0,1,97,0,0,0,"6854,00",10,0,1,0,5,"6854,00",Analista de Suporte Computacional
2444590,N,8211300,1,212420,101,80,29.0,"44,00",1,3,0,1,97,0,0,0,"10000,00",10,0,1,0,5,"10000,00",Analista de Suporte Computacional
2444591,M,7319004,1,212420,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,"4700,00",7,0,1,0,5,"4700,00",Analista de Suporte Computacional
2444597,J,6190601,-1,212420,101,9,21.0,"44,00",6,1,0,1,40,0,0,0,"1504,00",4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444604,J,6209100,-1,212420,101,7,38.0,"40,00",1,1,0,1,40,0,0,0,"3464,40",5,0,1,0,5,"3464,40",Analista de Suporte Computacional
2444605,J,6204000,-1,212420,101,9,27.0,"40,00",6,1,0,1,40,0,0,0,"1256,67",10,0,1,0,5,"1256,67",Analista de Suporte Computacional
2444612,J,6311900,-1,212420,101,8,34.0,"40,00",6,1,0,1,31,0,0,0,"4203,20",6,0,1,0,5,"4203,20",Analista de Suporte Computacional
2444614,G,4751201,1,212420,101,7,36.0,"30,00",2,3,0,1,97,0,0,1,"1152,50",8,0,1,0,5,"1152,50",Analista de Suporte Computacional
2444615,J,6311900,1,212420,101,80,43.0,"40,00",3,1,0,1,97,0,0,0,"2093,39",2,0,1,0,5,"2093,39",Analista de Suporte Computacional
2444619,G,4753900,-1,212420,101,9,44.0,"40,00",1,3,0,1,31,0,0,0,"8322,00",8,0,1,0,5,"8322,00",Analista de Suporte Computacional
2444625,J,6204000,-1,212420,101,9,31.0,"44,00",1,1,0,1,40,0,0,9,"7655,50",10,0,1,0,5,"7655,50",Analista de Suporte Computacional
2444628,G,4751201,1,212420,101,9,21.0,"30,00",1,1,0,1,97,0,0,1,"1152,50",8,0,1,0,5,"1152,50",Analista de Suporte Computacional
2444630,G,4751201,-1,212420,101,8,38.0,"44,00",1,1,0,1,40,0,0,0,"3500,00",5,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444633,J,5911199,1,212420,101,8,24.0,"44,00",1,1,0,1,97,0,0,0,"4500,00",4,0,1,0,5,"4500,00",Analista de Suporte Computacional
2444641,J,6201501,1,212420,105,7,32.0,"40,00",1,3,0,1,97,0,0,0,"1329,68",9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444642,K,6612601,1,212420,101,9,33.0,"44,00",2,1,0,1,97,0,0,9,"4000,00",10,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444643,K,6436100,1,212420,101,9,25.0,"40,00",2,3,0,1,97,0,0,0,"5527,00",7,0,1,0,5,"5527,00",Analista de Suporte Computacional
2444649,J,6201501,1,212420,101,9,38.0,"36,00",1,3,0,1,97,0,0,0,"3500,00",7,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444653,J,6202300,1,212420,101,8,21.0,"40,00",3,1,0,1,97,0,0,0,"2400,00",5,0,1,0,5,"2400,00",Analista de Suporte Computacional
2444654,J,6201501,1,212420,101,9,24.0,"40,00",3,1,0,1,97,0,0,0,"2000,00",6,0,1,0,5,"2000,00",Analista de Suporte Computacional
2444657,J,6209100,1,212420,101,9,41.0,"40,00",1,1,0,1,97,0,0,0,"2285,23",5,0,1,0,5,"2285,23",Analista de Suporte Computacional
2444660,N,7820500,1,212420,106,9,29.0,"42,50",1,1,0,1,97,0,0,0,"6500,00",10,0,1,0,5,"6500,00",Analista de Suporte Computacional
